語根	層	disp	id	群サイズ	F	綴りとの関係	逆引き候補数	末尾を落とすと
kalikl	PEJVO	杯ᴷᴸ	kl	7	2	先頭+子音	2	kalik
eminent	CSV2890	杰ᴱ	e	3	15	接頭辞	1	hero
prod	PIV	杰ᴾ	p	3	2	接頭辞	1	hero
pini	PEJVO	松ᴾᴵ	pi	4	1	接頭辞	2	pin
cembr	PEJVO	松ᶜ	c	4	1	接頭辞	1	pin
konifer	PEJVO	松ᴷ	k	4	1	接頭辞	1	pin
zizel	PEJVO	松鼠ᶻ	z	2	1	接頭辞	1	sciur
lad	CSV2890	板ᴸ	l	8	30	接頭辞	1	plank
tabul	CSV2890	板ᵀ	t	8	49	接頭辞	1	plank
bret	CSV2890	板ᴮ	b	8	10	接頭辞	1	plank
karton	CSV2890	板ᴷ	k	8	13	接頭辞	1	plank
plak	PEJVO	板ᴾᴷ	pk	8	12	綴り内の文字	2	plank
panel	PEJVO	板ᴾᴺ	pn	8	8	先頭+子音	2	plank
slab	PIV	板ˢ	s	8	1	接頭辞	1	plank
arkt	CSV2890	极ᴬ	a	8	5	接頭辞	1	ekstrem
maksimum	CSV2890	极ᴹ	m	8	10	接頭辞	1	ekstrem
polus	PEJVO	极ᴾ	p	8	32	接頭辞	3	ekstrem
polar	PEJVO	极ᴾᴿ	pr	8	25	綴り内の文字	2	polus
ultra	PEJVO	极ᵁ	u	8	10	接頭辞	1	ekstrem
paroks	PEJVO	极ᴾᴷ	pk	8	2	綴り内の文字	1	polus
elektrod	PEJVO	极ᴱᴸ	el	8	4	接頭辞	1	ekstrem
instituci	PEJVO	构ᴵ	i	2	6	接頭辞	1	struktur
skand	PEJVO	析ˢ	s	3	2	接頭辞	1	analiz
analitik	PEJVO	析ᴬᵀ	at	3	3	綴り内の文字	1	analiz
bosk	PEJVO	林ᴮ	b	4	3	接頭辞	1	ale
forst	PEJVO	林ᶠ	f	4	7	接頭辞	1	ale
g^angal	PEJVO	林ᴳ̂	ĝ	4	1	接頭辞	1	ale
nuks	CSV2890	果ᴺ	n	24	14	接頭辞	1	frukt
frag	CSV2890	果ᶠᴳ	fg	24	9	綴り内の文字	1	frukt
rezult	CSV2890	果ᴿ	r	24	14	接頭辞	2	frukt
konsekvenc	CSV2890	果ᴷ	k	24	11	接頭辞	2	frukt
framb	CSV2890	果ᶠᴹ	fm	24	2	綴り内の文字	1	frukt
mirtel	CSV2890	果ᴹ	m	24	2	接頭辞	2	frukt
aniz	PEJVO	果ᴬ	a	24	6	接頭辞	2	frukt
citron	CSV2890	果ᶜ	c	24	12	接頭辞	1	frukt
aliz	PEJVO	果ᴬᴸ	al	24	3	接頭辞	1	aniz
lici	PEJVO	果ᴸ	l	24	2	接頭辞	2	frukt
rubus	PEJVO	果ᴿᴮ	rb	24	2	先頭+子音	1	rezult
mespil	PEJVO	果ᴹˢ	ms	24	5	先頭+子音	1	mirtel
gujav	PEJVO	果ᴳ	g	24	1	接頭辞	3	frukt
grapfrukt	PEJVO	果ᴳᴿ	gr	24	3	接頭辞	2	gujav
pampelmus	PEJVO	果ᴾ	p	24	3	接頭辞	1	frukt
silikv	PEJVO	果ˢ	s	24	1	接頭辞	1	frukt
oksikok	PEJVO	果ᴼ	o	24	1	接頭辞	1	frukt
flakurti	PEJVO	果ᶠᴸ	fl	24	1	接頭辞	1	frukt
eriobotri	PEJVO	果ᴱ	e	24	1	接頭辞	1	frukt
kurm	PIV	果ᴷᴿ	kr	24	2	先頭+子音	1	konsekvenc
graviol	PIV	果ᴳᴸ	gl	24	1	綴り内の文字	1	gujav
c^erimoli	PIV	果ᶜ̂	ĉ	24	1	接頭辞	1	citron
loganber	PIV	果ᴸᴳ	lg	24	1	先頭+子音	1	lici
verg	CSV2890	枝ⱽ	v	3	13	接頭辞	1	branĉ
rabd	PIV	枝ᴿ	r	3	3	接頭辞	1	branĉ
jujub	PEJVO	枣ᴶ	j	3	4	接頭辞	1	daktil
zizif	PEJVO	枣ᶻ	z	3	3	接頭辞	1	daktil
pistol	PEJVO	枪ᴾ	p	2	6	接頭辞	1	fusil
trus	PEJVO	架ᵀ	t	7	3	接頭辞	1	rak
stabl	PEJVO	架ˢ	s	7	5	接頭辞	2	rak
c^arpent	PEJVO	架ᶜ̂	ĉ	7	8	接頭辞	2	rak
skafald	PEJVO	架ˢᴷ	sk	7	3	接頭辞	1	stabl
c^asi	PEJVO	架ᶜ̂ˢ	ĉs	7	1	先頭+子音	1	c^arpent
rau^f	PEJVO	架ᴿᵁ̆	rŭ	7	1	綴り内の文字	1	rak
stip	PEJVO	柄ˢ	s	2	2	接頭辞	1	ans
taksus	PEJVO	柏ᵀ	t	2	1	接頭辞	1	cipres
tinktur	CSV2890	染ᵀ	t	3	8	接頭辞	1	infekt
kontag^	PEJVO	染ᴷ	k	3	7	接頭辞	1	infekt
tener	CSV2890	柔ᵀ	t	3	2	接頭辞	1	mild
supl	PEJVO	柔ˢ	s	3	3	接頭辞	1	mild
komod	PEJVO	柜ᴷ	k	2	1	接頭辞	1	ŝrank
sekestr	PEJVO	查封ˢˢ	ss	3	1	綴り内の文字	3	sekvestr
sekvestraci	PEJVO	查封ˢᶜ	sc	3	1	綴り内の文字	1	sekvestr
fost	CSV2890	柱ᶠ	f	5	13	接頭辞	1	mast
kolon	CSV2890	柱ᴷ	k	5	23	接頭辞	2	mast
kegl	PEJVO	柱ᴷᴳ	kg	5	6	先頭+子音	1	kolon
pilastr	PEJVO	柱ᴾ	p	5	1	接頭辞	1	mast
stigm	PEJVO	柱头ˢ	s	2	1	接頭辞	1	kapitel
vimen	PEJVO	柳ⱽ	v	4	4	接頭辞	1	salik
tremol	PEJVO	柳ᵀ	t	4	1	接頭辞	1	salik
popl	PIV	柳ᴾ	p	4	1	接頭辞	1	salik
disel	PEJVO	柴油ᴰˢ	ds	2	1	先頭+子音	1	dizel
kakinok	PIV	柿ᴷ	k	3	3	接頭辞	1	persimon
diospir	PIV	柿ᴰ	d	3	2	接頭辞	1	persimon
hurd	PEJVO	栅ᴴ	h	2	3	接頭辞	1	krad
mark	CSV2890	标ᴹ	m	4	37	接頭辞	1	cel
etiked	PEJVO	标ᴱ	e	4	4	接頭辞	1	cel
brisur	PIV	标ᴮ	b	4	2	接頭辞	1	cel
rubrik	CSV2890	栏ᴿ	r	5	1	接頭辞	1	kolumn
barier	PEJVO	栏ᴮ	b	5	4	接頭辞	2	kolumn
parapet	PEJVO	栏ᴾ	p	5	1	接頭辞	1	kolumn
balustrad	PEJVO	栏ᴮᴸ	bl	5	1	先頭+子音	1	barier
fag	CSV2890	树ᶠ	f	4	18	接頭辞	1	arb
dendro	PIV	树ᴰ	d	4	3	接頭辞	1	arb
notofag	PIV	树ᴺ	n	4	1	接頭辞	1	arb
dendrologi	PIV	树学ᴰ	d	2	1	接頭辞	1	arbologi
bolt	PEJVO	栓ᴮ	b	5	7	接頭辞	1	kran
rigl	PEJVO	栓ᴿ	r	5	7	接頭辞	1	kran
embol	PEJVO	栓ᴱ	e	5	3	接頭辞	1	kran
dubel	PIV	栓ᴰ	d	5	2	接頭辞	1	kran
tromboz	PIV	栓症ᵀ	t	2	1	接頭辞	1	emboloz
maron	PEJVO	栗ᴹ	m	2	3	接頭辞	1	kaŝtan
gimnazi	CSV2890	校ᴳ	g	2	4	接頭辞	1	lice
sampl	PIV	样ˢᴹ	sm	3	3	先頭+子音	2	specimen
muestr	PIV	样ᴹ	m	3	2	接頭辞	1	specimen
nukle	CSV2890	核ᴺ	n	2	44	接頭辞	1	kern
nukleogami	PIV	核配ᴺᴼ	no	2	1	綴り内の文字	1	nuklegami
radikl	PIV	根ᴿᴸ	rl	2	3	綴り内の文字	1	radik
latis	PEJVO	格ᴸ	l	3	9	接頭辞	1	karakter
deklinaci	PEJVO	格ᴰ	d	3	4	接頭辞	1	karakter
lau^r	PEJVO	桂ᴸ	l	2	9	接頭辞	1	cinam
fram	PEJVO	框ᶠ	f	2	6	接頭辞	1	kadr
pupitr	PEJVO	案ᴾᴾ	pp	2	2	先頭+子音	1	projekt
dokument	CSV2890	档ᴰᴷ	dk	4	14	先頭+子音	1	dosier
arkiv	PEJVO	档ᴬ	a	4	4	接頭辞	2	dosier
arh^iv	PEJVO	档ᴬᴴ̂	aĥ	4	1	綴り内の文字	1	arkiv
aln	PEJVO	桦ᴬ	a	2	1	接頭辞	1	betul
palis	CSV2890	桩ᴾ	p	2	8	接頭辞	1	stump
barel	CSV2890	桶ᴮ	b	4	15	接頭辞	1	kuv
sitel	CSV2890	桶ˢ	s	4	2	接頭辞	1	kuv
tin	PEJVO	桶ᵀ	t	4	3	接頭辞	1	kuv
bau^	PEJVO	梁ᴮ	b	5	2	接頭辞	1	trab
c^evron	PEJVO	梁ᶜ̂	ĉ	5	2	接頭辞	1	trab
lintel	PEJVO	梁ᴸ	l	5	1	接頭辞	1	trab
patn	PIV	梁ᴾ	p	5	2	接頭辞	1	trab
mume	PIV	梅ᴹ	m	2	1	接頭辞	1	ume
pedunkl	PEJVO	梗ᴾ	p	2	3	接頭辞	1	infarkt
navet	PEJVO	梭ᴺᵀ	nt	2	1	綴り内の文字	1	naved
eskal	PEJVO	梯ᴱ	e	3	3	接頭辞	1	lift
trapez	PEJVO	梯ᵀ	t	3	4	接頭辞	1	lift
meĥanik	CSV2890	械ᴹᴴ̂	mĥ	6	1	先頭+子音	3	mekanik
meĥanism	PEJVO	械ᴹˢ	ms	6	0	綴り内の文字	2	mekanik
mekanism	PEJVO	械ᴹᴱ	me	6	0	接頭辞	6	mekanik
meh^an	PEJVO	械ᴹᴺ	mn	6	6	綴り内の文字	6	mekanik
mekan	PEJVO	械ᴹᴷ	mk	6	1	先頭+子音	4	mekanik
mekanikoterapi	PIV	械疗ᴹᴷ	mk	2	1	先頭+子音	1	meh^anoterapi
ekzamen	CSV2890	检ᴱ	e	6	31	接頭辞	1	kontrol
inspektor	CSV2890	检ᴵ	i	6	1	接頭辞	2	kontrol
detekt	PEJVO	检ᴰ	d	6	12	接頭辞	1	kontrol
inspekt	PEJVO	检ᴵᴺ	in	6	7	接頭辞	2	inspektor
skrutini	PIV	检ˢ	s	6	2	接頭辞	1	kontrol
koton	CSV2890	棉ᴷ	k	2	20	接頭辞	1	vat
rotang	PEJVO	棕ᴿ	r	3	1	接頭辞	1	palm
arek	PIV	棕ᴬ	a	3	3	接頭辞	1	palm
laŭb	CSV2890	棚ᴸ	l	6	2	接頭辞	1	bud
barak	PEJVO	棚ᴮᴿ	br	6	2	先頭+子音	1	bud
markez	PEJVO	棚ᴹ	m	6	2	接頭辞	1	bud
s^ed	PIV	棚ˢ̂	ŝ	6	3	接頭辞	1	bud
pergol	PIV	棚ᴾ	p	6	1	接頭辞	1	bud
sarkofag	PEJVO	棺ˢ	s	2	1	接頭辞	1	ĉerk
botanik	CSV2890	植ᴮ	b	5	9	接頭辞	1	plant
vegetal	CSV2890	植ⱽ	v	5	5	接頭辞	1	plant
fit	PEJVO	植ᶠ	f	5	10	接頭辞	1	plant
kriptogam	PEJVO	植ᴷ	k	5	1	接頭辞	1	plant
piper	PIV	椒ᴾᴱ	pe	2	1	綴り内の文字	1	pipr
elips	PEJVO	椭圆ᴱ	e	2	5	接頭辞	1	oval
koncept	CSV2890	概ᴷ	k	7	7	接頭辞	2	probabl
resum	PEJVO	概ᴿ	r	7	1	接頭辞	1	probabl
epitom	PEJVO	概ᴱ	e	7	3	接頭辞	1	probabl
noci	PEJVO	概ᴺ	n	7	2	接頭辞	1	probabl
sinoptik	PEJVO	概ˢ	s	7	4	接頭辞	1	probabl
kompendi	PEJVO	概ᴷᴹ	km	7	2	先頭+子音	1	koncept
sikomor	PEJVO	榕ˢ	s	2	1	接頭辞	1	fikus
punik	PIV	榴ᴾ	p	2	3	接頭辞	1	granat
limin	PIV	槛ᴸ	l	2	1	接頭辞	1	sojl
trog	PEJVO	槽ᵀ	t	5	6	接頭辞	1	fold
kanel	PEJVO	槽ᴷ	k	5	9	接頭辞	1	fold
alveol	PEJVO	槽ᴬ	a	5	6	接頭辞	1	fold
rabet	PIV	槽ᴿ	r	5	2	接頭辞	1	fold
s^ablon	PEJVO	模ˢ̂	ŝ	2	5	接頭辞	1	model
transvers	PEJVO	横ᵀ	t	2	6	接頭辞	1	horizontal
meriz	PEJVO	樱ᴹ	m	3	2	接頭辞	1	ĉeriz
sakur	PIV	樱ˢ	s	3	1	接頭辞	1	ĉeriz
glan	PEJVO	橡ᴳ	g	2	5	接頭辞	1	kverk
vizier	PEJVO	檐ⱽ	v	2	3	接頭辞	1	kornic
debet	CSV2890	欠ᴰ	d	4	5	接頭辞	2	ŝuld
osced	CSV2890	欠ᴼ	o	4	3	接頭辞	1	ŝuld
deficit	CSV2890	欠ᴰᶠ	df	4	4	先頭+子音	1	debet
sekundar	PEJVO	次ˢ	s	2	2	接頭辞	1	foj
jovial	PIV	欢ᴶ	j	2	1	接頭辞	1	gaj
apetit	CSV2890	欲ᴬ	a	2	11	接頭辞	1	dezir
regal	CSV2890	款ᴿ	r	3	4	接頭辞	1	fason
klau^z	PEJVO	款ᴷ	k	3	4	接頭辞	1	fason
tanka	PEJVO	歌ᵀ	t	2	1	接頭辞	1	uta
apne	PEJVO	止ᴬ	a	2	2	接頭辞	1	ĉes
normal	CSV2890	正ᴺ	n	4	14	接頭辞	1	ĝust
pozitiv	CSV2890	正ᴾ	p	4	25	接頭辞	1	ĝust
legitim	PEJVO	正ᴸ	l	4	7	接頭辞	1	ĝust
emetrop	PIV	正视ᴱᴹ	em	2	1	接頭辞	2	eu^metrop
cis	PEJVO	此ᶜ	c	2	2	接頭辞	1	c^i
marŝ	CSV2890	步ᴹ	m	3	11	接頭辞	1	paŝ
promen	CSV2890	步ᴾᴿ	pr	3	10	接頭辞	1	paŝ
nekr	PEJVO	死ᴺ	n	3	5	接頭辞	1	mort
letal	PIV	死ᴸ	l	3	1	接頭辞	1	mort
kripl	CSV2890	残ᴷᴾ	kp	3	6	綴り内の文字	1	kruel
mutil	PIV	残ᴹ	m	3	1	接頭辞	1	kruel
prolifer	PIV	殖ᴾ	p	3	3	接頭辞	2	koloni
pulul	PIV	殖ᴾᴸ	pl	3	1	先頭+子音	2	prolifer
epizod	CSV2890	段ᴱᴾ	ep	4	3	接頭辞	2	etap
segment	PEJVO	段ˢ	s	4	5	接頭辞	1	etap
metamer	PIV	段ᴹ	m	4	2	接頭辞	1	etap
virus	CSV2890	毒ⱽᴿ	vr	6	13	先頭+子音	2	venen
toks	PEJVO	毒ᵀ	t	6	21	接頭辞	2	venen
toksin	PEJVO	毒ᵀᴺ	tn	6	5	綴り内の文字	1	toks
virulent	PEJVO	毒ⱽᴸ	vl	6	3	綴り内の文字	1	venen
ebol	PEJVO	毒ᴱ	e	6	1	接頭辞	1	venen
virusologi	PIV	毒学ⱽ	v	2	1	接頭辞	1	toksologi
virusolog	PIV	毒学家ⱽ	v	2	1	接頭辞	1	toksolog
furunk	PEJVO	毒疮ᶠ	f	3	2	接頭辞	1	s^ankr
karbunkl	PEJVO	毒疮ᴷ	k	3	2	接頭辞	1	s^ankr
vipur	PEJVO	毒蛇ⱽᵁ	vu	2	2	綴り内の文字	1	viper
proporci	CSV2890	比ᴾ	p	3	14	接頭辞	1	ol
rati	PIV	比ᴿ	r	3	1	接頭辞	1	ol
fles	PEJVO	比目鱼ᶠ	f	4	1	接頭辞	1	pleu^ronekt
limand	PEJVO	比目鱼ᴸ	l	4	1	接頭辞	1	pleu^ronekt
plates	PEJVO	比目鱼ᴾᵀ	pt	4	1	綴り内の文字	2	pleu^ronekt
lan	CSV2890	毛ᴸ	l	2	27	接頭辞	1	har
trih^ofit	PIV	毛癣菌ᵀᴴ̂	tĥ	2	1	綴り内の文字	1	trikofit
milimetr	PEJVO	毫ᴹᴹ	mm	2	0	綴り内の文字	1	mili
civil	CSV2890	民ᶜ	c	5	30	接頭辞	1	popol
demokrati	PEJVO	民ᴰ	d	5	13	接頭辞	2	popol
demokrat	CSV2890	民ᴰᴱ	de	5	12	接頭辞	2	demokrati
pleb	PEJVO	民ᴾᴸ	pl	5	2	接頭辞	2	popol
gas	CSV2890	气ᴳ	g	17	84	接頭辞	1	aer
odor	CSV2890	气ᴼ	o	17	26	接頭辞	1	aer
veter	CSV2890	气ⱽ	v	17	20	接頭辞	1	aer
atmosfer	CSV2890	气ᴬᵀ	at	17	10	接頭辞	1	aer
meteo	PEJVO	气ᴹ	m	17	9	接頭辞	1	aer
pneu^mat	PEJVO	气ᴾ	p	17	3	接頭辞	2	aer
pneu^matik	PEJVO	气ᴾᴷ	pk	17	4	綴り内の文字	1	pneu^mat
heli	PEJVO	气ᴴ	h	17	1	接頭辞	2	aer
neon	PEJVO	气ᴺ	n	17	1	接頭辞	2	aer
argon	PEJVO	气ᴬᴳ	ag	17	1	綴り内の文字	1	aer
radon	PEJVO	气ᴿ	r	17	1	接頭辞	1	aer
fluor	PEJVO	气ᶠ	f	17	1	接頭辞	1	aer
helium	PEJVO	气ᴴᴹ	hm	17	1	綴り内の文字	1	heli
kripton	PEJVO	气ᴷ	k	17	1	接頭辞	2	aer
niton	PEJVO	气ᴺᵀ	nt	17	1	先頭+子音	1	neon
ksenon	PIV	气ᴷˢ	ks	17	1	接頭辞	1	kripton
aerologi	PIV	气学ᴬ	a	4	1	接頭辞	2	meteologi
meteorologi	PIV	气学ᴹᴿ	mr	4	1	綴り内の文字	1	meteologi
atmosferologi	PIV	气学ᴬᵀ	at	4	1	接頭辞	1	aerologi
aerolog	PIV	气学家ᴬ	a	3	1	接頭辞	1	meteolog
meteorolog	PIV	气学家ᴹᴿ	mr	3	1	綴り内の文字	1	meteolog
gasogen	PIV	气生ᴳ	g	2	1	接頭辞	1	aerobi
trah^e	PEJVO	气管ᵀᴴ̂	tĥ	2	3	綴り内の文字	1	trake
trakeotomi	PIV	气管切ᵀᴷ	tk	2	1	綴り内の文字	1	trah^eotomi
trakeit	PIV	气管炎ᵀᴷ	tk	2	1	綴り内の文字	1	trah^eit
aerometr	PIV	气计ᴬ	a	4	1	接頭辞	2	gasmetr
gasometr	PIV	气计ᴳᴼ	go	4	1	綴り内の文字	1	gasmetr
atmometr	PIV	气计ᴬᵀ	at	4	1	接頭辞	2	aerometr
azot	PEJVO	氮ᴬ	a	2	3	接頭辞	1	nitr
nitrit	PIV	氮盐ᴺᴵ	ni	2	1	接頭辞	2	nitrat
klorit	PIV	氯盐ᴷᴵ	ki	2	1	綴り内の文字	1	klorat
hidr	文法層	水ᴴ	h	3	63	接頭辞	1	akv
merkred	CSV2890	水ᴹ	m	3	4	接頭辞	1	akv
jonkvil	PEJVO	水仙ᴶ	j	2	1	接頭辞	1	narcis
betonik	PEJVO	水苏ᴮ	b	2	1	接頭辞	1	staki
most	PEJVO	汁ᴹ	m	2	2	接頭辞	1	suk
postul	CSV2890	求ᴾˢ	ps	3	16	先頭+子音	1	pet
petici	PEJVO	求ᴾᶜ	pc	3	2	綴り内の文字	1	pet
kambi	PEJVO	汇ᴷ	k	3	6	接頭辞	2	trat
konverg^	PEJVO	汇ᴷᴺ	kn	3	8	先頭+子音	1	kambi
h^an	PEJVO	汗ᴴ̂	ĥ	2	3	接頭辞	1	ŝvit
polu	PEJVO	污ᴾ	p	2	23	接頭辞	1	makul
sediment	PEJVO	沉ˢ	s	4	10	接頭辞	2	merg
sink	PEJVO	沉ˢᴺ	sn	4	3	先頭+子音	2	sediment
precipit	PEJVO	沉ᴾ	p	4	4	接頭辞	1	merg
kloak	PEJVO	沟ᴷ	k	3	10	接頭辞	1	sulk
tranc^e	PEJVO	沟ᵀ	t	3	2	接頭辞	1	sulk
pec^	PEJVO	沥青ᴾ	p	3	7	接頭辞	1	asfalt
bitum	PEJVO	沥青ᴮ	b	3	6	接頭辞	1	asfalt
potam	PIV	河ᴾ	p	2	1	接頭辞	1	river
petrol	CSV2890	油ᴾ	p	2	23	接頭辞	1	ole
kolz	PEJVO	油菜ᴷ	k	2	2	接頭辞	1	nap
krat	PEJVO	治ᴷ	k	5	5	接頭辞	2	reg
regi	PEJVO	治ᴿᴵ	ri	5	3	綴り内の文字	1	reg
domin	PEJVO	治ᴰ	d	5	9	接頭辞	1	reg
krati	PEJVO	治ᴷᴵ	ki	5	3	綴り内の文字	1	krat
metod	CSV2890	法ᴹ	m	4	17	接頭辞	2	jur
rimed	CSV2890	法ᴿ	r	4	14	接頭辞	1	jur
metodik	PEJVO	法ᴹᴷ	mk	4	2	綴り内の文字	1	metod
bobel	PEJVO	泡ᴮ	b	5	5	接頭辞	2	ampol
infuz	PEJVO	泡ᴵ	i	5	5	接頭辞	1	ampol
efervesk	PEJVO	泡ᴱ	e	5	3	接頭辞	1	ampol
blaz	PIV	泡ᴮᴸ	bl	5	3	接頭辞	2	bobel
s^lim	PEJVO	泥ˢ̂	ŝ	3	12	接頭辞	1	kot
pure	PEJVO	泥ᴾ	p	3	3	接頭辞	1	kot
injekt	CSV2890	注ᴵ	i	5	7	接頭辞	1	atent
komentari	CSV2890	注ᴷ	k	5	4	接頭辞	1	atent
glos	PEJVO	注ᴳ	g	5	6	接頭辞	1	atent
skoli	PIV	注ˢ	s	5	2	接頭辞	1	atent
diare	PEJVO	泻ᴰ	d	2	1	接頭辞	1	laks
bapt	CSV2890	洗ᴮ	b	3	22	接頭辞	1	lav
deterg	PEJVO	洗ᴰ	d	3	2	接頭辞	1	lav
kavern	CSV2890	洞ᴷᴿ	kr	6	11	綴り内の文字	1	kav
grot	CSV2890	洞ᴳ	g	6	1	接頭辞	1	kav
sinus	PEJVO	洞ˢ	s	6	9	接頭辞	2	kav
spele	PEJVO	洞ˢᴾ	sp	6	3	接頭辞	1	sinus
antr	PIV	洞ᴬ	a	6	1	接頭辞	1	kav
vigl	CSV2890	活ⱽᴳ	vg	3	18	先頭+子音	1	viv
aktiv	CSV2890	活ᴬ	a	3	40	接頭辞	1	viv
sekt	PEJVO	派ˢ	s	5	6	接頭辞	2	deput
deriv	PEJVO	派ᴰᴿ	dr	5	13	先頭+子音	1	deput
skol	PEJVO	派ˢᴸ	sl	5	4	綴り内の文字	1	sekt
konfesi	PEJVO	派ᴷ	k	5	2	接頭辞	1	deput
reo	PEJVO	流ᴿ	r	2	2	接頭辞	1	flu
morter	PEJVO	浆ᴹ	m	2	3	接頭辞	1	plasm
metri	PEJVO	测ᴹᵀ	mt	5	60	先頭+子音	1	mezur
bir	PEJVO	测ᴮ	b	5	6	接頭辞	1	mezur
gau^g^	PEJVO	测ᴳ	g	5	5	接頭辞	1	mezur
test	PEJVO	测ᵀ	t	5	4	接頭辞	1	mezur
pelag	PIV	浮ᴾ	p	2	3	接頭辞	1	bu
eh^in	PIV	海胆ᴱᴴ̂	eĥ	2	2	接頭辞	1	ekin
rosmar	PEJVO	海豹ᴿ	r	2	1	接頭辞	1	fok
ru	PEJVO	浸ᴿ	r	7	2	接頭辞	1	tremp
macer	PEJVO	浸ᴹ	m	7	6	接頭辞	2	tremp
marin	PEJVO	浸ᴹᴿ	mr	7	4	先頭+子音	2	macer
perkol	PEJVO	浸ᴾ	p	7	6	接頭辞	1	tremp
infiltr	PIV	浸ᴵ	i	7	2	接頭辞	2	tremp
impregn	PIV	浸ᴵᴹ	im	7	2	接頭辞	1	infiltr
stuk	PEJVO	涂ˢ	s	2	7	接頭辞	1	ŝmir
koncern	CSV2890	涉ᴷ	k	4	8	接頭辞	1	vad
padel	PEJVO	涉ᴾ	p	4	3	接頭辞	1	vad
interfer	PEJVO	涉ᴵ	i	4	8	接頭辞	1	vad
turbin	PEJVO	涡ᵀ	t	3	12	接頭辞	1	kirl
vortic	PEJVO	涡ⱽ	v	3	2	接頭辞	1	kirl
limf	PEJVO	淋ᴸ	l	5	15	接頭辞	2	duŝ
limfat	PEJVO	淋ᴸᵀ	lt	5	3	綴り内の文字	1	limf
elu	PIV	淋ᴱ	e	5	4	接頭辞	2	duŝ
eluvi	PIV	淋ᴱⱽ	ev	5	6	綴り内の文字	1	elu
flegm	PEJVO	淡ᶠᴸ	fl	3	4	接頭辞	1	fad
pas^tel	PEJVO	淡ᴾ	p	3	4	接頭辞	1	fad
kongest	PEJVO	淤ᴷ	k	2	3	接頭辞	1	aluvi
obscen	PEJVO	淫ᴼ	o	3	3	接頭辞	1	porn
lasciv	PIV	淫ᴸ	l	3	1	接頭辞	1	porn
sinkret	PEJVO	混ˢ	s	2	2	接頭辞	1	miks
h^aos	PEJVO	混乱ᴴ̂	ĥ	2	2	接頭辞	1	kaos
net	CSV2890	清ᴺ	n	3	19	接頭辞	1	klar
likvid	PEJVO	清ᴸ	l	3	12	接頭辞	1	klar
eksud	PEJVO	渗ᴱ	e	3	3	接頭辞	1	osmoz
sufuz	PIV	渗ˢ	s	3	2	接頭辞	1	osmoz
osmozometr	PIV	渗计ᴼᴼ	oo	2	1	綴り内の文字	2	osmozmetr
kanalizaci	PIV	渠ᴷᶻ	kz	2	1	綴り内の文字	1	kanal
skori	PEJVO	渣ˢ	s	4	2	接頭辞	1	feĉ
rekrement	PEJVO	渣ᴿ	r	4	5	接頭辞	1	feĉ
s^lak	PEJVO	渣ˢ̂	ŝ	4	1	接頭辞	1	skori
termi	PEJVO	温ᵀᴿ	tr	3	5	先頭+子音	2	temperatur
tepid	PEJVO	温ᵀᴾ	tp	3	2	先頭+子音	2	temperatur
aspir	PEJVO	渴ᴬ	a	3	4	接頭辞	1	soif
dipso	PIV	渴ᴰ	d	3	2	接頭辞	1	soif
turism	CSV2890	游ᵀ	t	4	18	接頭辞	2	naĝ
ekskurs	CSV2890	游ᴱ	e	4	7	接頭辞	1	naĝ
tramp	PEJVO	游ᵀᴹ	tm	4	2	綴り内の文字	2	turism
gveril	PEJVO	游击ᴳⱽ	gv	2	1	接頭辞	1	geril
sinu	PIV	湾ˢ	s	2	3	接頭辞	1	golf
higr	PEJVO	湿ᴴᴳ	hg	2	5	先頭+子音	1	humid
genez	PEJVO	源ᴳ	g	4	32	接頭辞	1	origin
etim	PEJVO	源ᴱ	e	4	5	接頭辞	1	origin
deven	PEJVO	源ᴰ	d	4	4	接頭辞	1	origin
ski	CSV2890	滑ˢ	s	7	12	接頭辞	4	glit
glat	CSV2890	滑ᴳᴬ	ga	7	14	綴り内の文字	1	glit
sinovi	PEJVO	滑ˢᴺ	sn	7	4	先頭+子音	1	ski
s^us	PIV	滑ˢ̂	ŝ	7	3	接頭辞	1	ski
sket	PIV	滑ˢᵀ	st	7	5	綴り内の文字	2	ski
skut	PIV	滑ˢᵁ	su	7	2	綴り内の文字	1	ski
histerez	PEJVO	滞ᴴ	h	3	3	接頭辞	1	stagn
staz	PIV	滞ˢᶻ	sz	3	8	綴り内の文字	1	stagn
kontent	CSV2890	满ᴷ	k	2	18	接頭辞	1	plen
strand	PEJVO	滩ˢ	s	2	1	接頭辞	1	plag^
vernis	PEJVO	漆ⱽ	v	3	4	接頭辞	1	lak
urus^i	PIV	漆ᵁ	u	3	2	接頭辞	1	lak
stomi	PEJVO	漏ˢ	s	2	2	接頭辞	1	lik
latent	PEJVO	潜ᴸ	l	2	6	接頭辞	1	plonĝ
kolimb	PEJVO	潜鸟ᴷ	k	4	1	接頭辞	1	gavi
greb	PIV	潜鸟ᴳᴿ	gr	4	2	接頭辞	1	gavi
podicip	PIV	潜鸟ᴾ	p	4	2	接頭辞	1	gavi
delikvesk	PIV	潮解ᴰ	d	2	1	接頭辞	1	likvesk
stimul	CSV2890	激ˢ	s	2	9	接頭辞	1	ekscit
stimulin	PIV	激素ˢ	s	2	2	接頭辞	1	hormon
arbed	PEJVO	灌木ᴬᴰ	ad	2	1	綴り内の文字	1	arbust
mard	CSV2890	火ᴹ	m	2	4	接頭辞	1	fajr
