root	層	漢字	接地	生物名	F	接地した定義語根	定義文
lekanor	PIV	菌ᴸᴺ	N	Y	1		G. (Genro) (Lecanora el lekanoracoj) kosmopolita de c^. (c^irkau^) 300 sp-oj (specioj) de 
leksikograf	PIV	词汇记	N		1		Au^toro de vortaro.
leksikografi	PIV	词汇志	N		1		Scienco pri la farado de vortaroj.
lemn	PIV	草ᴸ	N	Y	1		G. (Genro) (Lemna el lemnacoj) de tre malgrandaj flosantaj plantoj, kies foliojn k tigojn 
lepad	PIV	虾ᴸ	N	Y	1		G. (Genro) (Lepas) de krustacoj el la subklaso de ciripedoj, similaj al la balanoj, sed pe
lepiot	PIV	菌ᴸᴾ	N	Y	1		1 (ss (striktasence)) G. (Genro) (Lepiota el agarikacoj) de lamenohavaj ombrelfungoj kun r
leptospir	PIV	菌ᴸᵀ	N		1		G. (Genro) (Leptospira el spiroketaloj) de eu^bakterioj, iuj akvejaj k unu (L. interrogans
levistik	PIV	伞ᴸ	N	Y	1		G. (Genro) (Levisticum el apiacoj) de nur unu sp. (L. officinale), plurjara herbo tre arom
licen	PIV	虫ᴸᶜ	N	Y	1		G. (Genro) (Lycaena k parencaj g-oj (genroj)) de ne grandaj tagpapilioj kun flugiloj bluaj
lige	PIV	草ᴸᴳ	N	Y	1		G. (Genro) (Lygeum el poacoj) de nur unu sp. (L. spartum), mediteranea, kun rampa rizomo k
likvidambar	PIV	木ᴸᴷ	N	Y	1		G. (Genro) (Liquidambar el hamamelidacoj) de monoikaj, falfoliaj arboj el la Mediteranea r
limin	PIV	槛ᴸ	N		1		Limo, sub kiu donita ekscito c^esas esti perceptebla; minimumo da nervekscito postulata, p
litops	PIV	草ᴸˢ	N	Y	1		G. (Genro) (Lithops el aizoacoj) de plurjaraj, sukulentaj preskau^ sen-tigaj plantoj kun g
litosfer	PIV	石球	N		1		Supra, rigida tavolego de la terglobo, ampleksanta la kruston k la ekstremsupran parton de
litoskop	PIV	石镜	N		1		Ilo, uzata por vidi k mezuri s^tonon en la veziko.
lobari	PIV	菌ᴸᴮ	N	Y	1		G. (Genro) (Lobaria el lobariacoj) kosmopolita de 60 sp-oj (specioj) de grandaj foliecaj a
lucid	PIV	明ᴸ	N		1		Havanta komprenkapablon ne malhelpatan de pli-malpli perturbitaj sentoj
lutreol	PIV	兽ᴸᴸ	N	Y	1		Sp. (Specio) de mustelo (Mustela lutreola), vivanta c^e au^ en akvo, kun tre valora felo k
madi	PIV	菊ᴹ	N	Y	1		G. (Genro) (Madia el asteracoj) de staraj herboj kun flavaj kapituloj; 18 sp-oj (specioj) 
maduk	PIV	木ᴹᴰ	N	Y	1		G. (Genro) (Madhuca, sin. (sinonimo (de latinscienca nomo)) Bassia, el sapotacoj) de c^. (
magnolifit	PIV	木植	N		1		Filumo (Magnoliophyta) el semplantoj. Sin. (sinonimo) angiospermoj.
magnoliofit	PIV	木植ᴹᴼ	N		1		Filumo (Magnoliophyta) el semplantoj. Sin. (sinonimo) angiospermoj.
makaon	PIV	虫ᴹᴷ	N	Y	1		Sp. (Specio) de papiliono (Papilio machaon) kun sulfurkoloraj flugiloj kun nigraj makuloj 
makrofag	PIV	宏吞	N		1		C^elo de la imuna sistemo, abunda en la kunigaj histoj
mangifer	PIV	木ᴹᶠ	N	Y	1		G. (Genro) (Mangifera el anakardiacoj) de dau^rafoliaj, poligamiaj arboj kun ledecaj folio
marasmi	PIV	菌ᴹˢ	N	Y	1		G. (Genro) (Marasmius el marasmiacoj) de ombrelfungoj kun lamenohava, malmulte karna bazid
marmoz	PIV	兽ᴹᴿ	N	Y	1		G. (Genro) (Marmosa) de malgrandaj mamuloj el la ordo de marsupiuloj, fam. (familio) de di
martagon	PIV	草ᴹᴳ	N	Y	1		Sp. (Specio) de lilio (Lilium martagon) el Eu^ropo k U Azio, kun violete rozaj, purpurmaku
martes	PIV	兽ᴹᵀ	N	Y	1		1 G. (Genro) (Martes) de mamuloj el la subordo de rabobestoj, fam. (familio) de musteledoj
mazam	PIV	兽ᴹᶻ	N	Y	1		G. (Genro) (Mazama) de S-Amerikaj mamuloj el la ordo de parhufuloj, fam. (familio) de cerv
mediaci	PIV	调解	N		1		Procedo (ekz. (ekzemple) en internaciaj rilatoj, en laborkonfliktoj k.a. (kaj aliaj)), lau
meh^aniz	PIV	械化	N		1		(tr (transitiva)) Anstatau^igi malnovajn laborfortojn per mas^inoj
meh^anograf	PIV	械记	N		1		Oficisto, kiu aplikas meh^anografion.
meh^anografi	PIV	械志	N		1		Tekniko, per kiu oni registras la informojn oficejajn, literajn au^ ciferajn, per traborad
melanom	PIV	黑瘤	N		1		1 Malbonprognoza kancero de hau^to k apuda mukozo; g^i devenas de la pigmentaj c^eloj de l
melopsitak	PIV	鸟ᴹᴸ	N	Y	1		G. (Genro) (Melopsittacus) de papagetoj el SE Azio k Au^stralio; ofte tenataj hejme en kag
mendelevi	PIV	金ᴹᴺ	N		1		Transurania elemento, Md, atomnumero 101, atommaso 258,10.
menisperm	PIV	草ᴹᴾ	N	Y	1		G. (Genro) (Menispermum el menispermacoj) de falfoliaj, dioikaj, lignecaj lianoj kun nigra
merg^	PIV	鸟ᴹᴿ	N	Y	1		G. (Genro) (Mergus) de nag^birdoj el la ordo de anseroformaj, kun longa, mallarg^a beko k 
meruli	PIV	菌ᴹᴸ	N	Y	1		G. (Genro) (Merulius el korticiacoj) de bazidifungoj, kies karna, glathimenia bazidiujo es
metastaz	PIV	超滞	N		1		Kancerrecidivo en alia korpoparto.
metatars	PIV	超足根	N		1		Rilata al metatarso. Vd metakarpo.
metroksil	PIV	木ᴹᴱ	N	Y	1		G. (Genro) (Metroxylon el arekacoj) de arbaj palmoj kun tre grandaj, plume kunmetaj folioj
mezere	PIV	木ᴹᶻ	N	Y	1		Sp. (Specio) de dafno (Daphne mezereum), falfolia arbusteto, antau^ ekfoliado kun malgrand
miopati	PIV	肌病	N		1		Grava, hereda muskola atrofio.
mikoplasm	PIV	菌浆	N		1		G. (Genro) (Mycoplasma el mikoplasmaloj) de tre malgrandaj eu^bakterioj, el kiuj M. pneumo
mirik	PIV	木ᴹᴿ	N	Y	1		G. (Genro) (Myrica el mirikacoj) de dioikaj arboj k trunkarbustoj kun ovalaj au^ lancetfor
miristik	PIV	木ᴹᴵ	N	Y	1		G. (Genro) (Myristica el miristikacoj) de dioikaj arboj kun ledecaj, dau^raj folioj k kun 
mitologi	PIV	神话学	N		1		Rilata al la mitologio
molok	PIV	龙ᴹ	N	Y	1		Lacertulo (unuspecia g. (genro) Moloch horridus) el la fam. (familio) de agamedoj, kies sk
momordik	PIV	瓜ᴹᴹ	N	Y	1		G. (Genro) (Momordica el kukurbacoj) de unu-k plur-jaraj herboj grimpaj, c^irohavaj; c^. (
monodelf	PIV	兽ᴹᴺ	N	Y	1		G. (Genro) (Monodelphis) de malgrandaj, S-Amerikaj mamuloj el la ordo de marsupiuloj, fam.
monoklin	PIV	单斜	N		1		(pp (se paroli pri) kristalsistemo) Havanta elementan c^elon, kiu estas neorta paralelepip
monopetal	PIV	单瓣	N		1		1 = unupetala. 2 (ark. (arkaismo, arkaisme)) = kunig^petala.
monotip	PIV	单型	N		1		Presmas^ino, kiu fandas k kompostas la literojn po unu. Vd linotipo.
mozasau^r	PIV	龙ᴹᶻ	N	Y	1		G. (Genro) (Mosasaurus) de maraj, longformaj reptilioj el kretaceo, parencaj al lacertuloj
mug	PIV	木ᴹᵁ	N	Y	1		Sp. (Specio) de pino (Pinus mugo), trunkarbusto au^ arbeto tre parenca al la hoka pino, of
muskarden	PIV	鼠ᴹᴿ	N	Y	1		Rong^ulo (unuspecia g. (genro) Muscardinus avellanarius) el la fam. (familio) de gliredoj,
mutil	PIV	残ᴹ	N		1		(tr (transitiva)) Difekti la tutecon de iu per forpreno de membro au^ de ekstera parto de 
nau^pli	PIV	虾ᴺ	N	Y	1		Unua larvo de la krustacoj.
nazu	PIV	兽ᴺ	N	Y	1		G. (Genro) (Nasua) de Amerikaj mamuloj el la subordo de rabobestoj, fam. (familio) de proc
negund	PIV	木ᴺᴳ	N	Y	1		Sp. (Specio) de acero (Acer negundo), arbo kun plume kunmetaj folioj, hejma de N Ameriko g
nekrofili	PIV	死爱	N		1		Emo al sekskunig^o kun kadavroj.
nelumb	PIV	莲ᴺ	N	Y	1		G. (Genro) (Nelumbo el nelumbacoj) de 2 sp-oj (specioj) de plurjaraj akvoplantoj parencaj 
neodim	PIV	金ᴺᴰ	N		1		1 Elemento, Nd, atomnumero 60, atommaso 144,24, lantanido
neofron	PIV	鸟ᴺᶠ	N	Y	1		Malgranda vulturo (unuspecia g. (genro) Neophron percnopterus) el la fam. (familio) de akc
neolog	PIV	新话	N		1		Lingvisto au^ verkisto, kiu provas enkonduki en lingvon g^is tiam ne uzatajn vortojn, kiuj
nepent	PIV	草ᴺᴺ	N	Y	1		1 Helena planto, kies suko magie forgesigis c^ian malg^ojon. 2 G. (Genro) (Nepenthes el ne
neptuni	PIV	金ᴺᴾ	N		1		Transurania elemento, Np, atomnumero 93, atommaso 237,05.
neu^rasteni	PIV	神经弱	N		1		Rilata al neu^rastenio
neu^rotrop	PIV	神经向	N		1		(pp (se paroli pri) kemia substanco, mikrobo, viruso ktp (kaj tiel plu)) Nervoafina.
neu^rospor	PIV	神经胞子	N	Y	1		G. (Genro) (Neurospora el Sordariaceae) kosmopolita de 12 sp-oj (specioj) de askofungoj, t
nobeli	PIV	金ᴺᴼ	N		1		Transurania elemento, No, atomnumero 102, atommaso 259,10.
ocelot	PIV	兽ᴼᶜ	N	Y	1		Sp. (Specio) de feliso (Felis pardalis), S Amerika, kun bele makulita felo.
ofri	PIV	兰ᴼᶠ	N	Y	1		G. (Genro) (Ophrys el orkidacoj) de plurjaraj herboj kun du subteraj tuberoj k kun floroj 
oftalmometr	PIV	目计	N		1		Aparato, inventita de D-ro Javal, por mezuri la kornean kurbig^on.
oftalmoskopi	PIV	目镜ᴼᴵ	N		1		Ekzameno de la okulfundo.
okapi	PIV	兽ᴼᴷ	N	Y	1		Parhufulo (unuspecia g. (genro) Okapia johnstoni) el la fam. (familio) de g^irafedoj, brun
okluzi	PIV	堵ᴼᴷ	N		1		1 Patologia fermig^o de kanalo, dukto au^ orifico
oksigen	PIV	氧生	N		1		(tr (transitiva)) Miksi kun oksigeno.
oksiur	PIV	虫ᴼᴷ	N	Y	1		G. (Genro) (Enterobius, sin. (sinonimo (de latinscienca nomo)) Oxyuris) de malgrandaj nema
oktaedr	PIV	八面	N		1		1 = regula okedro. 2 = okedro.
okupaci	PIV	占领	N		1		Uzurpa okupado de loko, lando ks (kaj simile, kaj similaj).
oleosom	PIV	油体	N	Y	1		Organeto de iuj vegetaj^aj c^eloj, ric^a je lipidoj, trovig^anta i.a. (interalie, inter al
oncidi	PIV	兰ᴼᴺ	N	Y	1		G. (Genro) (Oncidium el orkidacoj) de c^. (c^irkau^) 680 sp-oj (specioj) de plurjaraj, arb
ononid	PIV	豆ᴼᴺ	N	Y	1		G. (Genro) (Ononis el fabacoj) de herboj au^ arbustetoj, ofte glandharaj k/au^ dornaj, kun
onopord	PIV	菊ᴼ	N	Y	1		G. (Genro) (Onopordon el asteracoj) de grandaj, dujaraj, dornaj herboj, la unuan jaron kun
opres	PIV	迫ᴼ	N		1		(tr (transitiva)) Tirane premegi. Vd subpremi.
optometr	PIV	视计	N		1		Vidakreca tabulo; c^ia testo, uzata por mezuri la vid-akrecon.
orcin	PIV	兽ᴼᴿ	N	Y	1		G. (Genro) (Orcinus) de mamuloj el la ordo de cetacoj, kun sola sp., orko (Orcinus orca), 
organism	PIV	器主义	N		1		Apartenanta, rilata al organismo
organizaci	PIV	器化	N		1		1 Unuig^o de homoj, strebantaj organizite realigi certajn celojn
oriz	PIV	草ᴼᴿ	N	Y	1		G. (Genro) (Oryza el poacoj) tropika de 18 sp-oj (specioj).
ornitopod	PIV	鸟足	N	Y	1		G. (Genro) (Ornithopus el fabacoj) de unu-, du-k plur-jaraj herboj kun nepare plume kunmet
osmozmetr	PIV	渗计	N		1		Aparato, por mezuri la osmozan premon.
ostrakoderm	PIV	陶片皮	N		1		Grupo (Ostracodermi el la klaso de senmakzeluloj) de la plej primitivaj fis^oj, kovritaj d
otoskop	PIV	耳镜	N		1		Instrumento, per kiu oni vide ekzamenas la orelan kanalon k timpanan membranon.
ovogenez	PIV	卵源ᴼᶻ	N		1		Estig^o k disvolvig^o de inseksaj c^eloj.
ovogoni	PIV	卵源	N		1		La unua stadiformo de inseksa c^elo, duploida, ne diferencig^inta, naskonta ovociton.
paksil	PIV	菌ᴾᴷ	N	Y	1		G. (Genro) (Paxillus el paksilacoj el boletaloj) de ombrelfungoj sen ringo k sen stipingo,
pandan	PIV	木ᴾᴺ	N	Y	1		G. (Genro) (Pandanus el pandanacoj) de dioikaj, dau^rafoliaj arboj k trunkarbustoj kun mul
panteism	PIV	全神主义	N		1		Rilata al panteismo
parlamentari	PIV	军使	N		1		Tiu, kiu dum milito estas komisiita ektrakti kun la malamika komandanto au^ ties delegitoj
parmeli	PIV	菌ᴾᴿ	N	Y	1		G. (Genro) (Parmelia el parmeliacoj) kosmopolita de c^. (c^irkau^) 1300 sp-oj (specioj) de
partenocis	PIV	草ᴾᴬᴿᵀ	N	Y	1		G. (Genro) (Parthenocissus el vitacoj) de grimpaj lianoj au^ de arbustoj parencaj al ampel
pasiflor	PIV	草ᴾᴬˢ	N	Y	1		G. (Genro) (Passiflora el pasifloracoj) de herbecaj au^ lignecaj plantoj, g^enerale grimpa
patogenez	PIV	病源	N		1		Studo pri la mekanismoj, lau^ kiuj estig^as la malsanoj.
pejotl	PIV	草ᴾᵀ	N	Y	1		Sp. (Specio) (Lophophora williamsii el kaktacoj) de eta kakto mola, sendorna, lanuga, halu
pense	PIV	草ᴾˢ	N	Y	1		C^iu violo kun el la kvin petaloj nur unu malsuprendirekta. Vd trikoloreto.
pentagram	PIV	五图	N		1		Kvinpinta stelo, uzata kiel mistika au^ magia simbolo.
pergol	PIV	棚ᴾ	N		1		G^ardena konstruaj^o el kolonetoj subtenantaj maldense surmetitajn trabojn, kiel apogilo d
pericikl	PIV	围环	N	Y	1		(pp (se paroli pri) radiko de vaskulplantoj) La plej ekstera c^eltavolo de la steleo, saml
perifraz	PIV	围句	N		1		C^irkau^frazo (ekz. (ekzemple)
periglaci	PIV	围冰	N		1		(pp (se paroli pri) regiono) Klimate malvarma, situanta proksime al la rando de la surkont
persikari	PIV	草ᴾᴱᴿ	N	Y	1		1 G. (Genro) (Persicaria el poligonacoj) de c^. (c^irkau^) 150 sp-oj (specioj) el la mezva
petuni	PIV	茄ᴾ	N	Y	1		G. (Genro) (Petunia el solanacoj) de unu-k plur-jaraj herboj, kun unuopaj, longe pedunklaj
peziz	PIV	菌ᴾ	N	Y	1		G. (Genro) (Peziza el pezizacoj) de askofungoj kun askujo pelvoforma, ne au^ apenau^ pedun
pietat	PIV	敬ᴾᴵ	N		1		Respektoplena, sindona amo
piktur	PIV	描ᴾᴷ	N		1		Pentrarto. Vd skulpturo, arkitekturo.
pimpinel	PIV	伞ᴾᴹ	N	Y	1		G. (Genro) (Pimpinella el apiacoj) de unu-, du-k plur-jaraj herboj kun folioj 1−3-oble plu
pina	PIV	贝ᴾ	N	Y	1		G. (Genro) (Pinna) de grandaj (30−60 cm (centimetro) longaj) duvalvuloj el la varmaj k mez
pinastr	PIV	木ᴾᴿ	N	Y	1		Sp. (Specio) de pino (Pinus pinaster), arbo kun brunete rug^a s^elo, kun duopaj, 25−40 cm 
pingvikul	PIV	草ᴾᴵᴺ	N	Y	1		G. (Genro) (Pinguicula el lentibulariacoj) de plurjaraj, insektomang^antaj plantoj kun baz
pinktad	PIV	贝ᴾᴷ	N	Y	1		G. (Genro) (Pinctada, sin. (sinonimo (de latinscienca nomo)) Meleagrina) de grandaj maraj 
pipistrel	PIV	兽ᴾᴾ	N	Y	1		1 Sp. (Specio) (Pipistrellus pipistrellus) de mamulo el la ordo de kiropteroj, la plej mal
pirgeometr	PIV	火地计	N		1		Instrumento por mezuri la teran disradiadon.
piroliz	PIV	火解	N		1		Malkomponi substancon per seka varmo.
pirometr	PIV	火计	N		1		Aparato, uzata en termodinamiko por mezuri altajn temperaturojn, k funkcianta lau^ la prin
pirus	PIV	木ᴾᴵ	N	Y	1		G. (Genro) (Pyrus el rozacoj) de arboj k trunkarbustoj, ofte dornaj, kun defalemaj au^ duo
piteci	PIV	猴ᴾ	N	Y	1		G. (Genro) (Pithecia) de Amerikaj simioj el la fam. (familio) de cebedoj, kun interspaco i
plakoderm	PIV	板皮	N	Y	1		Klaso (Placodermi) de primitivaj fis^oj kun makzeloj k kun antau^a parto kovrita de kiraso
planimetr	PIV	平计	N		1		Instrumento por mezuri areojn en desegnaj^o.
plasmogami	PIV	浆配	N		1		Kunig^o de la c^elplasmoj de du c^eloj, g^enerale dum seksa procezo, ekz. (ekzemple) dum f
pleu^rot	PIV	菌ᴾᵁ̆	N	Y	1		G. (Genro) (Pleurotus el pleu^rotacoj) de ombrelfungoj kun karna, lamenohava bazidiujo, ki
pleziosau^r	PIV	龙ᴾ	N	Y	1		G. (Genro) (Plesiosaurus) de mezozoikaj, maraj nag^antaj sau^roj, kun longaj membroj k ple
plute	PIV	菌ᴾᴸ	N	Y	1		G. (Genro) (Pluteus el pluteacoj) de ombrelformaj bazidifungoj kun c^apelo facile apartige
podokarp	PIV	木ᴾᴰ	N	Y	1		G. (Genro) (Podocarpus el podokarpacoj) de dau^rafoliaj, monoikaj au^ dioikaj, koniferaj a
poligami	PIV	多配	N	Y	1		(pp (se paroli pri) planto) Portanta sur unu sama individuo k unuseksajn k duseksajn floro
politrik	PIV	多毛	N	Y	1		G. (Genro) (Polytrichum el politrikacoj) kosmopolita de c^. (c^irkau^) 200 sp-oj (specioj)
porfur	PIV	藻ᴾ	N	Y	1		G. (Genro) (Porphyra el bangiacoj) de maraj rug^algoj en formo de tre maldika folio; kosmo
pornograf	PIV	淫记	N		1		(pj (pejorative)) Au^toro de beletra, grafika au^ alispeca verko, en kiu la pritrakto de s
pornografi	PIV	淫志	N		1		Rilata al pornografio
prazeodim	PIV	金ᴾᶻ	N		1		1 Elemento, Pr, atomnumero 59 k atommaso 140,91, lantanido
prenantes	PIV	菊ᴾᴿ	N	Y	1		G. (Genro) (Prenanthes el asteracoj) de plurjaraj herboj, iuj volvig^antaj, kun de blankaj
prometi	PIV	金ᴾᴿ	N		1		1 Radioaktiva elemento, Pm, atomnumero 61, atommaso 145, lantanido
protaktini	PIV	金ᴾᴷ	N		1		Radioaktiva elemento, Pa, atomnumero 91, atommaso 231,04, aktiniido.
protopter	PIV	原翅	N	Y	1		G. (Genro) (Protopterus) el la subklaso de dipnoj, tropikafrikaj pulmfis^oj kapablaj ens^l
pseu^domorf	PIV	伪形	N		1		(pp (se paroli pri) mineralo) Alpreninta kristalan strukturon de anstatau^ita kristalo.
psidi	PIV	木ᴾˢ	N	Y	1		G. (Genro) (Psidium el mirtacoj) de arboj k trunkarbustoj kun grandaj, blankaj floroj k ku
psilofit	PIV	草ᴾᶠ	N	Y	1		G. (Genro) (Psilophyton el psilofitacoj) el la psilofitopsidoj, aspektanta kiel psiloto.
psilot	PIV	羊齿ᴾˢ	N	Y	1		G. (Genro) (Psilotum el psilotacoj) de 2 sp-oj (specioj) tropikaj k subtropikaj.
pteraspidmorf	PIV	翼甲形	N	Y	1		Klaso (Pteraspidomorphi) de senmakzeluloj, al kiu apartenas la miksinoj.
pterop	PIV	兽ᴾᵀ	N	Y	1		G. (Genro) (Pteropus) de mamuloj el la ordo de kiropteroj, grandaj fruktomang^antaj vesper
pudu	PIV	兽ᴾ	N	Y	1		G. (Genro) (Pudu) de S-Amerikaj parhufuloj el la fam. (familio) de cervedoj, la plej malgr
pukcini	PIV	菌ᴾᶜ	N	Y	1		G. (Genro) (Puccinia el uredaloj) kosmopolita de 3 000−4 000 sp-oj (specioj) de rustofungo
pulul	PIV	殖ᴾᴸ	N		1		(ntr (netransitiva)) Abunde, en mallonga tempo svarme multig^i.
rafi	PIV	木ᴿᶠ	N	Y	1		1 G. (Genro) (Raphia el arekacoj) de monoikaj arboj (palmoj) kun tre grandaj folioj (g^is 
raflezi	PIV	草ᴿᶠ	N	Y	1		G. (Genro) (Rafflesia el rafleziacoj) de parazitaj, monoikaj plantoj sen-tigaj k senfoliaj
ram	PIV	撞ᴿ	N		1		(tr (transitiva)) Mane au^ mas^ine enbati (fostojn ks (kaj simile, kaj similaj)).
rambutan	PIV	木ᴿᵀ	N	Y	1		1 Sp. (Specio) (Nephelium lappaceum el sapindacoj) de arbo el Malajzio, simila al lic^io, 
ramonc^	PIV	木ᴿᶜ̂	N	Y	1		Sp. (Specio) de flakurtio (Hindia flakurtio) el la tropika Malnova Mondo, kultivata por ad
ravenal	PIV	木ᴿⱽ	N	Y	1		G. (Genro) (Ravenala el strelitziacoj) de nur unu sp. (R. madagascariensis) el Madagaskaro
retus^	PIV	再触	N		1		Ago de tiu, kiu retus^as, k rezulto de tiu ago
rezidu	PIV	余ᴿᶻ	N		1		1 Restaj^o el petroj, pasintece elmetataj al la agado de eksteraj fenomenoj, nek transport
rizokarp	PIV	菌ᴿᶻ	N	Y	1		G. (Genro) (Rhizocarpon el rizokarpacoj) de askolikenoj kun talo krusteca k kun nigraj, le
rizomorf	PIV	根形	N	Y	1		(pp (se paroli pri) fungoj) Radikforma organo el kunig^intaj hifoj, kun apeksa kreskozono 
robini	PIV	木ᴿᴵ	N	Y	1		G. (Genro) (Robinia el fabacoj) de trunkarbustoj k arboj kun plume kunmetaj folioj, kiuj c
robur	PIV	木ᴿᴮ	N	Y	1		Sp. (Specio) de kverko (Quercus robur, sin. (sinonimo (de latinscienca nomo)) Q. peduncula
rodi	PIV	金ᴿᴼ	N		1		1 Elemento, Rh, atomnumero 45, atommaso 102,91
rokcel	PIV	菌ᴿᴷ	N	Y	1		G. (Genro) (Roccella el rokcelacoj) de arbustecaj likenoj precipe marbordaj, sur-rokaj k -
ror	PIV	吼ᴿ	N		1		(ntr (netransitiva)) Tigre, leone bleki.
rubidi	PIV	金ᴿᴮ	N		1		1 Elemento, Rb, atomnumero 37, atommaso 85,47, unuvalenta, alkala
rudbeki	PIV	菊ᴿ	N	Y	1		G. (Genro) (Rudbeckia el asteracoj) de unu-, du-k plur-jaraj herboj kun flavaj k/au^ rug^e
rusk	PIV	木ᴿˢ	N	Y	1		G. (Genro) (Ruscus el asparagacoj) de dioikaj tufarbustoj kun verdaj, klorofilaj tigoj k k
sajmiri	PIV	猴ˢ	N	Y	1		G. (Genro) (Saimiri) de Amerikaj simioj malgrandaj, kun mallongaj k molaj haroj, longa vos
sakarat	PIV	蔗盐	N		1		Metalderivaj^o de sakarido
sakarometri	PIV	蔗测	N		1		Diversproceda dozado de la sukero entenata en likvo, precipe en urino.
sakaromicet	PIV	蔗菌	N	Y	1		G. (Genro) (Saccharomyces el sakaromicetaloj) de mikroskopaj askofungoj; kosmopolita g. (g
sansevier	PIV	草ˢᴬᴺ	N	Y	1		G. (Genro) (Sansevieria el dracenacoj) de plurjaraj sukulentaj plantoj kun au^ sen tigo, k
sapind	PIV	木ˢᴰ	N	Y	1		G. (Genro) (Sapindus el sapindacoj) de poligamiaj arboj k trunkarbustoj kun alternaj, plum
sarkopt	PIV	虫ˢᴿ	N	Y	1		G. (Genro) (Sarcoptes) de araneoidoj el la ordo de akaruloj, kies inoj boras galeriojn en 
sasafras	PIV	木ˢˢ	N	Y	1		G. (Genro) (Sassafras el lau^racoj) de arboj, kies dau^remaj folioj, sekigitaj k pulvorigi
saturni	PIV	虫ˢᵀ	N	Y	1		G. (Genro) (Saturnia) de noktpapilioj kun grandaj, okulsimilaj makuloj sur la flugiloj.
scink	PIV	龙ˢ	N	Y	1		G. (Genro) (Scincus) de reptilioj el la subordo de lacertuloj, vivantaj en Saharo, kun dik
scintilografi	PIV	闪志	N		1		Skana procedo, per kiu oni videbligas la radioaktivecon de izotopo, afina al la esplorota 
segregaci	PIV	隔ˢᴳ	N		1		1 Sistemo, per kiu registaro apartigas diversajn grupojn de homoj lau^ ilia origino, etno,
seki	PIV	瓜ˢ	N	Y	1		G. (Genro) (Sechium el kukurbacoj) de 6 sp-oj (specioj) de tropik-Amerikaj plantoj, el kiu
sekvojadendr	PIV	木ˢᴶ	N	Y	1		G. (Genro) (Sequoiadendron el taksodiacoj) de nur unu sp. (S. giganteum) de konifera arbeg
selenid	PIV	矿化ˢ	N		1		Salo de selenida acido, H 2 Se.
selin	PIV	伞ˢᴸ	N	Y	1		G. (Genro) (Selinum el apiacoj) de 2 sp-oj (specioj) de plurjaraj herboj el Eu^ropo k U k 
serpentari	PIV	鸟ˢᴺ	N	Y	1		Longakrura Afrika rabobirdo (unuspecia g. (genro) Sagittarius secretarius el akcipitredoj)
serpul	PIV	菌ˢ	N	Y	1		1 G. (Genro) (Serpula el Coniophoraceae) de bazidifungoj kun krusteca bazidiujo kovrita de
serval	PIV	兽ˢ	N	Y	1		Sp. (Specio) de feliso (Felis serval), mezgranda Afrika rabobesto.
sfenodont	PIV	龙ˢᶠ	N	Y	1		La sola nun vivanta reptilio (unuspecia g. (genro) Sphenodon punctatus) el la ordo de rink
sigilari	PIV	草ˢᴵᴳ	N	Y	1		G. (Genro) (Sigillaria el likopsidoj) de arboformaj pteridofitoj kun apeksa tufo de folioj
silib	PIV	菊ˢᴮ	N	Y	1		G. (Genro) (Silybum el asteracoj) de unu-k du-jaraj, dornaj, fortikaj herboj kun plume duo
simpozi	PIV	会ˢᴹ	N		1		1C^e la helenoj, postmang^a drinkado kun muziko, dancoj de artistinoj, konversacio ktp (ka
sinkretism	PIV	混主义	N		1		Rilata al sinkretismo
skanograf	PIV	扫记	N		1		Aparato, ofte uzata medicine, kiu kreas bildon de la interno de io per komputila traktado 
skolim	PIV	菊ˢᴹ	N	Y	1		G. (Genro) (Scolymus el asteracoj) de 3 sp-oj (specioj) de dornaj, mediteraneaj herboj.
skopofili	PIV	镜爱	N		1		Voluptocela rigardado de erotikaj vidaj^oj au^ agoj
slab	PIV	板ˢ	N		1		1 Mezdika, ordinare oblonga plato el marmoro, s^tono, betono au^ cemento
smilak	PIV	草ˢᴷ	N	Y	1		G. (Genro) (Smilax el smilakacoj) de dioikaj lianoj herbecaj au^ lignecaj, plejparte dorna
smilodont	PIV	兽ˢᴹ	N	Y	1		G. (Genro) (Smilodon) de formortintaj rabobestoj el la fam. (familio) de felisedoj, kun gr
sonk	PIV	菊ˢᴺ	N	Y	1		G. (Genro) (Sonchus el asteracoj) de plantoj - unu-, du-k plur-jaraj herboj k arbustoj - l
sparti	PIV	木ˢᴬ	N	Y	1		G. (Genro) (Spartium el fabacoj) de nur unu sp. (S. junceum), tufarbusto parenca al genist
spatang	PIV	虫ˢᴾ	N	Y	1		G. (Genro) (Spatangus) de plate korformaj ekinoidoj, kiuj log^as en kota sablo marborda.
spermicid	PIV	精液杀	N		1		Substanco, mortiganta la spermatozoojn k uzata kiel loka, vagina antikoncipaj^o.
spermatofit	PIV	精植	N	Y	1		Grupego (eksa filumo Spermatophyta) de vaskulplantoj, kies reproduktorganoj (floroj) produ
spermatogenez	PIV	精源	N		1		Estig^o k disvolvig^o de virseksaj c^eloj.
spirometr	PIV	息计	N		1		Aparato, per kiu oni mezuras la aervolumenon, kiun povas elpus^i la pulmoj c^e maksimuma e
spirantes	PIV	兰ˢ	N	Y	1		G. (Genro) (Spiranthes el orkidacoj) de plurjaraj herboj kun senspronaj, blankaj floroj en
spire	PIV	木ˢᴾ	N	Y	1		1 (ss (striktasence)) G. (Genro) (Spiraea el rozacoj) de plurjaraj, falfoliaj tufarbustoj 
