root	kanji	gloss
frenez	疯	{Ｂ}気の狂った;気違いじみた,無分別な;我を忘れた
frost	霜	厳寒の,凍りつくような
frot	擦	{Ｂ}［他］摩擦する,こする
ĝem	呻	(基本形gloss無)
gorĝ	喉	(基本形gloss無)
graci	雅	{Ｂ}優雅な,優美な,上品な
elegant	雅	{Ｂ}上品な,趣味のよい,優美な
ramp	爬	這う;【植】匍匐性の;《転》卑屈な
grimp	爬	{Ｂ}［自］（sur）よじ登る;（山に）登る;（つる草が）はい上がる
hak	砍	{Ｂ}［他］（斧で）切る,たたき切る;（話などを）切れ切れにする;傷める
hirund	燕	{Ｂ}【鳥】ツバメ（属）;=domhirundo
instinkt	本	本能の,本能的な;直観的な
kadr	框	［他］縁取る,（額縁のように）囲む;枠にはめる,>>enkadrigi
karot	胡萝卜	{Ｂ}【植】ニンジン（人参）
pat	锅	［自］【遊】（チェスで）ステールメイトである,手詰まりである
kaldron	锅	{Ｂ}かま,大なべ;【地理】カルデラ,釜状陥没
kaserol	锅	{Ｂ}【料】キャセロール,シチュー鍋,ソースパン（柄付きの深い平底鍋）
katar	炎	【医】カタル性の
kelner	侍	{Ｂ}給仕,ウエーター,ボーイ
deleg	委	{Ｂ}［他］（代表として）送り出す,（代表に）任命する;（職権を）委任する
komisi	委	{Ｂ}［他］委託する,委任する
mandat	委	{Ｂ}委任;委任状;（委任された）職務,議席,任期;【商】為替
komitat	委	委員会の
komision	委	{Ｂ}（調査・審議する）委員会
vat	棉	［他］綿を入れる
koton	棉	木綿の,綿製の
hok	钩	かぎ状の;かぎの付いた
kroĉ	钩	(基本形gloss無)
kurb	曲	{Ｏ}曲がった,湾曲した;曲線の
kanzon	曲	{Ｂ}【楽】シャンソン,歌謡曲;【文】カンツォーネ（イタリア風叙情詩の一形式）
lam	跛	{Ｂ}足（脚）の不自由な,びっこの;《転》釣り合いの取れていない
larm	泪	涙の,涙にぬれた
led	革	革の,革製の
revoluci	革	革命の,革命的な
leon	狮	ライオンの
lepor	兔	ウサギの;《転》臆病な
kunikl	兔	{Ｂ}【動】カイウサギ,イエウサギ（家兎）,>>leporo
majstr	师	巨匠の,親方の;大家にふさわしい,傑出した,巧みな
makul	污	しみのついた;斑点のある
manik	袖	{Ｂ}【服】そで（袖）,たもと;風見用吹流し
martel	锤	［他］金鎚でたたく,ハンマーで打つ;《転》（一語一語を）区切って強く発音する;《転》（頭に）たたき込む
material	材	材料の;物質的な,実質的な;功利的な
statur	材	{Ｂ}身長,背丈
kusen	垫	{Ｂ}クッション,座布団
matrac	垫	{Ｂ}マットレス（寝床用の厚い敷物）
menton	下巴	下あごの
mord	咬	かみつくような,辛らつな;【化】腐食性の
najl	钉	［他］釘を打つ,釘付けにする
kejl	钉	［他］木釘を打つ,くさびで止める
ofert	供	{Ｂ}［他］【経】供給する;【商】提供する,見積もる
liver	供	{Ｂ}［他］配達する,届ける,引き渡す,納品する;供給する
proviz	供	予備の
parti	党	党の;=partieca（党派的な）
pasport	护照	旅券の
paŝt	牧	(基本形gloss無)
pastr	牧	司牧（しぼく）の,司祭の,牧師の
persekut	迫	{Ｂ}［他］追いまわす,追跡する;迫害する,虐待する;【法】起訴する,訴追する
pin	松	{Ｂ}【植】マツ（松）（属）
piz	豌	{Ｂ}【植】エンドウ（豌豆）（属）;《般》えんどう豆
plad	皿	{Ｂ}大皿,皿,>>telero;（皿に盛った）料理
pugn	拳	［他］こぶしでなぐる
put	井	井戸の
raz	剃	{Ｂ}［他］〜の毛をそる
barbir	剃	［他］理髪する
renvers	翻	あおむけに,ひっくり返って,逆に
rok	岩	岩の,岩石からなる;岩に覆われた
salajr	薪	［他］給料を払う
ŝirm	庇	(基本形gloss無)
stal	马棚	{Ｂ}厩舎,畜舎,家畜小屋;馬小屋,うまや
stern	铺	{Ｂ}［他］敷く,敷き広げる;横たえる,なぎ倒す;《転》広げる,繰り広げる
tapiŝ	毯	(基本形gloss無)
teks	织	織物の
trik	织	{Ｂ}［他］（編物を）編む,>>kroc^eti
trikot	织	{Ｂ}【服】編地,ニット,=trikos^tofo
tent	诱	誘うような,そそのかす,気をそそる
tritik	麦	小麦の,小麦でできた
horde	麦	{Ｂ}【植】オオムギ（属）
tub	管	管の,管状の
administr	管	管理の,経営の,運営の;行政の
viol	紫花	スミレの;=violkolora（すみれ色の）
betul	桦	{Ｂ}【植】カバノキ（属）,シラカバ（白樺）
avenu	道	{Ｂ}並木道,アベニュー;大通り
bulvard	道	{Ｂ}（並木のある幅広い）大通り,ブールバール,>>aleo,>>avenuo
sorĉ	魔	(基本形gloss無)
magi	魔	魔術の,魔法の;《転》不思議な,魅惑する,>>sorc^a
diabl	魔	悪魔の;悪魔のような,悪辣（あくらつ）な,ひどい
satan	魔	悪魔の,悪魔のような
drap	呢	{Ｂ}【織】ラシャ,>>lanaj^o,>>s^tofo,>>tuko
fulg	烟灰	［自］すすける
funt	磅	{Ｂ}【単】ポンド（約0.5kg）
gest	姿	身ぶりで
glor	荣	栄光ある,輝かしい
prosper	荣	栄えている,隆盛な
hajl	雹	［自］（無主語）あられが降る,ひょうが降る
ĥemi	化	(基本形gloss無)
huf	蹄	{Ｂ}【動】ひづめ（蹄）
mask	罩	［他］仮面でおおう,面をかぶせる;《転》おおい隠す,いつわり隠す
kitel	罩	{Ｂ}【服】スモック,オーバーオール（ゆったりした上っ張り・仕事着）
komplez	惠	親切な,好意的な,人を喜ばせる
kork	塞	コルク製の
kukol	鹃	{Ｂ}【鳥】カッコウ（属）
mekanik	械	力学の;機械による
meĥanik	械	(基本形gloss無)
mekanism	械	(基本形gloss無)
melk	挤	{Ｂ}［他］乳を搾（しぼ）る;（金などを）搾り取る
milimetr	毫	(基本形gloss無)
ŝarg	装	(基本形gloss無)
munt	装	{Ｂ}［他］【機】組み立てる;（宝石を）はめ込む;【映】編集する;【情】（プログラムを）ロードする
bind	装	{Ｂ}［他］製本する
kostum	装	［他］衣装を着せる
instal	装	{Ｂ}［他］（物を）据え付ける,備え付ける;（場所を）設備を整える;（人を）就任させる,任命する;【情】インストールする
garn	装	{Ｂ}［他］補強する,取り付ける,飾り付ける
oliv	橄榄	{Ｂ}【果】オリーブ
operaci	操	［他］【医】手術する;【商】操作する;【数】【情】演算する
manovr	操	{Ｂ}［自］【軍】機動演習する;（列車・船・軍隊などが）位置を変える,方向転換する;《転》術策を弄（ろう）する,策動する
manipul	操	{Ｂ}［他］操作する,操縦する,扱う;《転》あやつる
gimnastik	操	体操の,体育の
orf	孤	孤児の,親のない;《転》見捨てられた
ort	直角	【数】直角の
paŭz	歇	(基本形gloss無)
pioĉ	镐	(基本形gloss無)
rekompenc	酬	お返しに,褒美として
ribel	叛	反乱の,謀反の,反逆の,反抗の
perfid	叛	裏切りの;不実な,腹黒い
strik	罢	{Ｂ}［自］ストライキをする
stump	桩	{Ｂ}切株,切残り;切れ端;（入場券などの）半券
palis	桩	{Ｂ}杭（くい）,棒杭（ぼうぐい）,支柱
uragan	暴风	暴風の;《転》嵐のような,激しい
tempest	暴风	{Ｂ}暴風雨;【気】暴風（風力階級11）,>>s^tormo,>>uragano
tribunal	法院	{Ｂ}【法】裁判所;《転》法廷,裁きの場,>>jug^ejo
vit	葡	{Ｂ}【植】ブドウ（葡萄）（属）,=vinberarbo
abel	蜂	蜜蜂の,蜜蜂のような
vesp	蜂	{Ｂ}【虫】スズメバチ（雀蜂）（科の総称）;《般》（大型の）ハチ（蜂）,>>abelo
admon	劝	{Ｂ}［他］言い聞かせる,勧告する,強く勧める;戒める,訓戒する,説諭する,叱責する
pled	辩	{Ｏ}［自］（裁判で）弁護する,弁明する,弁論する;《転》弁護する
advokat	辩	［他］弁護する;《転》代弁する,擁護する
elokvent	辩	{Ｏ}雄弁な,説得力のある;表情の豊かな
afiŝ	贴	(基本形gloss無)
afrank	贴	{Ｂ}［他］切手を貼る,郵便料金を払う
akcel	促	{Ｂ}［他］加速する,促進する,>>plirapidigi
alkohol	醇	アルコールの
almoz	施	=almozpeti
anas	鸭	{Ｂ}【鳥】アヒル（家鴨）
anĝel	天使	(基本形gloss無)
apartament	寓	{Ｂ}アパートメント,フラット（集合住宅内の一区画）
medikament	药	［他］薬を飲ませる,投薬する
apotek	药	薬局の;【薬】薬局方の,=oficina
arane	蛛	{Ｂ}【動】クモ（蜘蛛）
ark	弧	{Ｂ}弓形;弓,=pafarko;【数】弧;【建】アーチ;【理】電弧,=lumarko;【解】弓
asekur	保	{Ｂ}［他］保険をかける
patron	保	［他］後援する,保護する;守護する
garanti	保	保証の,担保の
viz	证	［他］（旅券に）査証する
pruv	证	その証拠に
atest	证	{Ｂ}［他］証言する,証明する
diplom	证	［他］免許状を与える
kvitanc	证	［他］【商】領収書を出す;受領書を出す
avid	贪	{Ｂ}渇望している;むさぼるような
bak	烤	{Ｂ}［他］（パン，肉などを）焼く,（煉瓦，陶器などを）焼き固める
rost	烤	{Ｂ}［他］【料】焼く,あぶる,ローストする,煎る;《転》強い熱にさらす
sku	摇	{Ｂ}［他］揺さぶる,揺り動かす;（頭などを）振る;《転》衝撃を与える,動揺させる
lul	摇	ゆりかごのように揺れる
balanc	摇	{Ｂ}［他］上下に揺らす
ŝancel	摇	(基本形gloss無)
barakt	挣	{Ｂ}［自］もがく,じたばたする;《転》苦闘する
beb	婴	赤ん坊の
ben	祝	{Ｂ}［他］祝福する
tost	祝	［自］乾杯する,祝杯をあげる
benzin	汽油	{Ｂ}ガソリン;【化】ベンジン
boj	吠	{Ｂ}［自］（犬が）ほえる;《転》（人が）わめく,がみがみ言う
bor	钻	{Ｂ}［他］穴をあける,せん孔する
diamant	钻	ダイヤモンドの;ダイヤのようにきらめく
brems	刹	［他］ブレーキをかける;《転》歯止めをかける,抑制する
brov	眉	{Ｂ}眉（まゆ）
bub	顽	{Ｂ}いたずらっ子;【遊】（トランプの）ジャック,=fanto
obstin	顽	{Ｂ}頑固な,強情な;不屈の,粘り強い,>>persista
bud	棚	{Ｂ}仮小屋,スタンド,ブース,売店
laŭb	棚	(基本形gloss無)
irit	恼	［他］いらだたせる;【医】刺激する
ĉagren	恼	(基本形gloss無)
cement	水泥	［他］セメントで固める;《転》強固にする
ĉen	链	(基本形gloss無)
katen	链	［他］鎖につなぐ,かせをかける;《転》束縛する,拘束する
ĉeriz	樱	(基本形gloss無)
ĉerp	舀	(基本形gloss無)
cit	引	{Ｂ}［他］引用する;（名前や例を）挙げる,引き合いに出す
deficit	亏	{Ｂ}【商】欠損,赤字
degel	融	{Ｂ}［自］（雪、氷、霜が）とける
disput	争	{Ｂ}［自］口論する,言い争う,>>kvereli,>>konflikti
distribu	配	配布の,割当ての
dung	雇	{Ｂ}［他］雇う,採用する
duŝ	淋	(基本形gloss無)
rav	醉	うっとりするほどの,心を奪う,みごとな
ebri	醉	{Ｂ}酔った;《転》陶酔した
eksplod	爆	{Ｂ}［自］爆発する,破裂する;《転》激高する;《転》勃発（ぼっぱつ）する
elefant	象	{Ｂ}【動】ゾウ（象）
hero	杰	英雄的な
eminent	杰	{Ｂ}傑出した,抜きんでた,優れた,卓越した;高位の,高名な,著名な
enigm	谜	謎の,謎めいた,不可解な
mister	谜	神秘的な,不可解な,なぞの
envi	羡	ねたみの,羨望の
fanfaron	夸	{Ｂ}［自］空威張りする,大言壮語する,ほらを吹く,>>bombasti
febr	烧	高熱の,熱病の;熱狂した,熱中した
festen	宴	{Ｂ}［自］ごちそうを食べる;宴会に参加する;祝宴を催す
financ	财	財政上の,財務の;金融上の
fizik	物理	物理学の,物理的な;物質的な;肉体的な
flar	嗅	{Ｂ}［他］（においを）感じる;嗅ぐ;嗅ぎ分ける
flirt	飘	{Ｂ}［自］（旗などが）翻る;（蝶などが）ひらひら飛び回る;（異性と）たわむれる
mast	柱	{Ｂ}【海】マスト,帆柱;（一般に）支柱,柱
fost	柱	{Ｂ}【建】柱;くい,標柱,電柱,>>stango,>>paliso
kolon	柱	{Ｂ}【建】円柱,柱;記念柱;《転》柱状のもの;《転》大黒柱（人）;【印】=kolumno（欄）;【軍】縦隊
frakas	碎	{Ｂ}［他］音をたてて打ち砕く,ガラガラと壊す;《転》撃破する,打ちのめす
frit	炸	{Ｂ}［他］【料】（油で）揚げる;いためる
dinamit	炸	［他］ダイナマイトで爆破する
funebr	丧	哀悼の,悲嘆にくれた;喪の,葬式の
gant	手套	［他］手袋をはめる
glad	烫	{Ｂ}［他］アイロンをかける
glut	吞	{Ｂ}［他］飲み込む,飲み下す;《転》飲み込む,むさぼる
golf	湾	{Ｂ}【地理】湾
hered	继	相続の,世襲の;遺伝の
humid	湿	{Ｂ}湿った,湿気のある,じめじめした,=malseketa
imperi	帝	帝国の
impost	税	［他］課税する
indiferent	冷	{Ｂ}どうでもいい,重要でない;無関心な,平然とした
teknik	技	技術の,技術的な;専門的な
inĝenier	技	(基本形gloss無)
teknologi	技	工業技術,工学,テクノロジー
teĥnik	技	(基本形gloss無)
instig	唆	{Ｂ}［他］励ます,勧める;駆りたてる,そそのかす
ofend	侮	侮辱的な,感情を害する,無礼な
insult	侮	侮辱的な,ののしりの
inteligent	聪	{Ｂ}聡明な,頭のよい,利口な
ĵaluz	妒	(基本形gloss無)
ĵur	誓	(基本形gloss無)
juvel	宝	{Ｂ}（宝石貴金属の）装身具,アクセサリー,宝飾品;《転》貴重品,至宝
trezor	宝	{Ｂ}宝,宝物,秘宝;富,財宝;《転》貴重な物,大事な人
moŝt	阁	(基本形gloss無)
kabinet	阁	内閣の;書斎の,机上（空論）の
kalendar	历	暦の上の
fason	款	［他］（服を）仕立てる,裁断する,デザインする
regal	款	{Ｂ}［他］ごちそうする,もてなす,歓待する;《転》（皮肉で）もてなす,くらわす
respublik	共和	{Ｂ}【政】共和国;共和制
rezign	弃	{Ｂ}［他］断念する,あきらめる,放棄する;辞職する,退任する
rip	肋	{Ｂ}【解】肋骨（ろっこつ）,あばら骨;【植】葉脈,=nervuro;【織】うね;【機】リブ,補強材;【海】肋材
risk	险	危険な,一か八かの
rob	袍	{Ｂ}【服】ローブ,式服,法服,ガウン;（女性用の）ドレス,ワンピース
surtut	袍	{Ｂ}【服】オーバー,外套（がいとう）,コート,>>palto,>>kaftano
ronk	哼	{Ｂ}［自］いびきをかく;ごうごううなる,>>grunti
sagac	敏	{Ｂ}明敏な,賢明な,巧妙な,抜け目のない
saŭc	酱	(基本形gloss無)
seg	锯	{Ｂ}［他］のこぎりで引く
ŝel	壳	(基本形gloss無)
krust	壳	{Ｂ}（パン菓子などの）硬い皮,外皮;（一般に）物の硬い表面,殻;（傷の）かさぶた
simi	猿	［他］猿まねする
sklav	奴	奴隷の,奴隷的な;卑屈な,言いなりの
ŝmir	涂	(基本形gloss無)
ŝofor	驾	(基本形gloss無)
sojl	槛	【理】臨界の
sopir	慕	あこがれの,憧憬に満ちた
ŝraŭb	螺	(基本形gloss無)
ŝtal	钢	(基本形gloss無)
stang	杆	{Ｂ}棒,さお,柱,>>bastono,>>vergo,>>fosto
stri	条	線状の,筋状の
struktur	构	構造の,構造上の
sufok	窒	窒息するような,息苦しい,息詰まる
fac	面	{Ｂ}【数】【理】面（めん）
surfac	面	表面の
sven	昏	気を失って
krepusk	昏	たそがれの,薄明の,薄暗い,;《転》衰退の
sving	挥	{Ｂ}［他］振る,振り動かす,ぶらぶらさせる,振り回す,振り上げる;《転》勢いづける
tajl	裁	{Ｂ}［他］（形を整えて）切る,削る,カットする,切り抜く;【服】裁断する
tajlor	裁	［他］【服】仕立てる
ted	烦	うんざりするような,くどい,つまらない,退屈な
teg	覆	{Ｂ}［他］（布・皮などで）上張りする,覆いをする
tend	帐	{Ｂ}テント,天幕
tremp	浸	{Ｂ}［他］（液体に）ひたす,つける,ぬらす
trotuar	径	{Ｂ}歩道,><veturejo
turment	虐	苦しめる,悩ます
urs	熊	クマの,クマのような;《転》不器用な,武骨な
vakcin	疫苗	予防接種の,ワクチンの
vel	帆	帆の
velk	枯	枯れた,しおれた
venen	毒	毒の,有毒な;《転》有害な;《転》悪意のある
virus	毒	{Ｏ}【医】ウイルス,ビールス;【情】（コンピュータ）ウイルス
veŝt	坎	(基本形gloss無)
vidv	寡	配偶者を失った,やもめの
virt	德	徳の高い,有徳の
moral	德	道徳の,道義上の;道徳的な,道義にかなった;心の,精神的な
vual	纱	［他］ベールをかける,覆いをかける;《転》覆い隠す
vulp	狐	キツネの;《転》ずるがしこい
abstrakt	抽	{Ｏ}抽象的な,><konkreta;観念的な;【美】抽象派の
akuzativ	宾	対格の
altern	替	交互の;【電】交流の
alternativ	替	(基本形gloss無)
ambici	志	野心的な
analiz	析	分析的な
antikv	古	{Ｏ}古代の,大昔の
arest	逮	{Ｏ}［他］逮捕する
arogant	傲	(基本形gloss無)
paradiz	天	天国の;楽園の,極楽の
astronomi	天	(基本形gloss無)
aŭdac	敢	(基本形gloss無)
aŭror	晓	(基本形gloss無)
aviad	航	［自］飛行機で飛ぶ
balen	鲸	{Ｏ}【動】クジラ;セミクジラ
banal	庸	{Ｏ}平凡な,ありふれた,>>triviala,>>vulgara
tort	饼	{Ｂ}【料】タルト（果物・クリームなどをのせたパイ）,>>flano,>>pastec^o
biskvit	饼	{Ｏ}【料】ビスケット,クッキー,堅パン;素焼きの陶磁器
bomb	弹	［他］【軍】爆撃する
kugl	弹	{Ｂ}弾丸,たま,小銃弾
elast	弹	{Ｂ}弾力のある,柔軟な;融通のきく,順応性に富む
budh	佛	【仏】仏陀（ぶっだ）,正覚者,>>tatagato
kron	冠	［他］冠をかぶせる;即位させる;《転》頂を飾る,最後を飾る
krest	冠	{Ｂ}【動】（鳥の）とさか;（鳥の）羽冠;《転》（長い）頂部;【理】（波の）山,><kavo
ĉampion	冠	(基本形gloss無)
ceramik	陶	陶磁器の,セラミックスの
dialekt	言	方言の
diskriminaci	歧	{Ｏ}［他］差別する
kalkan	跟	{Ｂ}【解】踵（かかと）
kandel	烛	{Ｂ}ろうそく;【理】カンデラ（光度の単位，cd）
kares	抚	愛撫するような,優しい
kastel	城	{Ｂ}城,城郭;大邸宅,館（やかた）
kemi	化学	{Ｂ}化学
kin	映	{Ｂ}映画,映画制作,>>filmo
kned	揉	{Ｂ}［他］（穀粉・粘土を）こねる,練る;もむ;《転》（性格などを）鍛える
integr	全	全部の,完全な,欠けたところのない;不可分の,不可欠の
komplet	全	{Ｂ}全部の,完備した;完全な
koncert	奏	演奏会の;生演奏の,生録音の,ライブの
konfuz	乱	雑然とした,混乱させる,不明瞭（めいりょう）な
konkur	竞	競争的な
konkurs	竞	［自］競技する,試合する,競い合う
kontrakt	约	{Ｂ}［自・他］（pri）契約する,契約を結ぶ
rendevu	约	［他］落ち合う,デートする;【軍】集合する,集結する
konvenci	约	取決めの;慣例の,慣習的な,因習的な
kord	弦	【楽】弦のある
kot	泥	泥の,ぬかるんだ,泥まみれの;《転》汚い
krad	栅	格子の;格子の付いた
kran	栓	{Ｂ}【機】（水道・ガスなどの）栓,コック,蛇口
kret	白石	白亜質の
kruel	残	{Ｂ}残酷な,むごい;厳しい,悲惨な
kripl	残	{Ｂ}不具の,肢体不自由の;欠陥のある
krut	陡	{Ｂ}切り立った,険しい
abrupt	陡	{Ｂ}唐突な,突然の,不意の;ぶっきらぼうな;（崖などが）険しい
kubut	肘	ひじの
kupr	铜	銅製の;赤銅色の
kurten	帘	［他］カーテンをつける,カーテンで覆う
kverk	橡	{Ｂ}【植】ナラ（楢）,カシ（樫）,オーク;【植】コナラ属
lek	舔	{Ｂ}［他］なめる;《転》へつらう
lift	梯	{Ｂ}エレベーター,昇降機;【海】（帆桁の）つり綱
lup	狼	狼の;《転》残虐な
maĉ	嚼	(基本形gloss無)
marĉ	沼	(基本形gloss無)
migr	迁	移動の,遍歴の;移動性の
min	矿	［他］坑道を掘る;爆薬を仕掛ける,地雷を敷設する
mineral	矿	鉱物の,鉱物質の;無機物の
model	模	模範的な
moskit	蚊	{Ｂ}《般》【虫】蚊（か）,>>kulo
mus	鼠	{Ｂ}【動】ハツカネズミ（二十日鼠）（属）;《般》（比較的小型の）ネズミ,>>rato;【情】マウス
rat	鼠	{Ｂ}【動】クマネズミ（熊鼠）（属）,ドブネズミ（溝鼠）;《般》（比較的大型の）ネズミ,>>muso
muskol	筋	筋肉の;筋肉の多い,筋骨たくましい
naiv	朴	{Ｂ}素朴な,無邪気な;うぶな,世間知らずの,愚直な
naŭz	呕	(基本形gloss無)
nerv	神经	神経の;=nervoza（神経質な）
nobl	贵	{Ｂ}高潔な,気高い,気品のある
observ	观	{Ｂ}［他］観察する,観測する,監視する;（法規などを）守る,遵守する
ideologi	观	(基本形gloss無)
ombrel	伞	{Ｂ}傘（かさ）
paraŝut	伞	(基本形gloss無)
palac	宫	{Ｂ}宮殿,御殿,大邸宅
pent	悔	{Ｂ}［他］後悔する,悔悟する,改悛する
pinĉ	掐	(基本形gloss無)
pir	梨	{Ｂ}【果】ナシ（梨）,洋ナシ
plumb	铅	鉛の;鉛のような,重苦しい
posten	岗	［自］持ち場についている,部署を守る
situ	位	［自］位置する,場所にある
pozici	位	位置の
pretekst	借口	［他］口実にする,かこつける
pretend	称	{Ｂ}［他］（権利として）要求する,主張する,言い張る;自称する,自慢する,公言する
probabl	概	{Ｂ}ありそうな,確からしい,もっともらしい,公算の高い
koncept	概	［他］〜の概念を形成する
resum	概	(基本形gloss無)
program	程	プログラムの;綱領の;【芸】標題的な
proces	程	［自］訴訟を起こす
prokrast	延	{Ｂ}［他］延期する,延ばす,遅らせる
proz	散文	散文の;《転》散文的な,平凡な,面白味のない,>>banala,>>plata
pulm	肺	肺の
pulv	火药	{Ｂ}火薬
pump	泵	{Ｂ}［他］（ポンプで）吸い上げる,くみ上げる;（ポンプで）送り込む,入れる
putr	腐	腐った
ekskluziv	排	{Ｏ}排他的な,独占的な;（〜を）除いた,（〜と）相いれない,><inkluziva
enket	查	［自］アンケートをとる,調査する;取調べる
etap	段	{Ｂ}（軍隊の）宿営地,（周回競技の）休憩地;（一日の）行程,（一回の）走行区間;《転》段階,>>stadio
epizod	段	挿話的な,付随的な
etik	伦	倫理学の;倫理的な
kont	账	{Ｏ}【商】勘定口座,貸借勘定;【情】アカウント
faktur	账	［他］【商】仕切状を作成する;請求する
fantom	幽	幽霊の,まぼろしのような
fekund	肥	繁殖力のある,多産な;《転》実り多い,肥沃（ひよく）な
koks	股	{Ｏ}【解】腰（左または右に張り出した部分）,>>lumbo,>>talio
akci	股	株式の
femur	股	{Ｏ}ふともも;【解】大腿（だいたい）
fiask	败	［自］大失敗する,完全にしくじる
filozofi	哲	哲学的な
filtr	滤	{Ｏ}［他］こす,ろ過する;【写】フィルターにかける
versi	版	{Ｏ}（各人の）見解;【映】（〜語）版;【情】バージョン
format	版	{Ｏ}【印】（本や紙の）判
forum	坛	{Ｏ}フォーラム（公開討論の場）;【史】フォーラム（古代ローマの公共広場）
lice	校	{Ｂ}リセ（フランスの後期中等教育学校）
gimnazi	校	{Ｏ}ギムナジウム（大学進学のための中等学校）,>>liceo
ĉif	皱	(基本形gloss無)
grimac	皱	［自］顔をしかめる
monstr	怪	怪物の,奇怪な,醜悪な,恐るべき
grotesk	怪	{Ｏ}グロテスクな,異様な,奇怪で滑稽（こっけい）な
amator	好	アマチュアの
hobi	好	趣味,=s^atokupo
horizontal	横	{Ｂ}水平の,横の,>>vertikala
humur	谐	ユーモラスな,こっけい味のある
harmoni	谐	調和した;【楽】和声の
impon	威	印象深い,堂々とした,威厳のある
ŝalt	开	(基本形gloss無)
inaŭgur	开	(基本形gloss無)
indeks	索	索引の
indic	征	［他］気配を示す;指数で示す
intens	烈	{Ｏ}強烈な,激しい,強度の;集中的な,集約的な,徹底的な
spit	逆	=spitema（反抗的な）
invers	逆	{Ｏ}逆の,反対の
jakt	艇	【海】ヨット
ŝpruc	喷	(基本形gloss無)
jet	喷	【空】ジェット機,>>reaktoro
tern	喷	{Ｂ}［自］くしゃみをする,>>tusi
alaŭd	雀	(基本形gloss無)
paser	雀	{Ｂ}【鳥】スズメ（雀）（属）
kanari	雀	{Ｏ}【鳥】カナリア（種）
kancer	癌	{Ｏ}【病】がん（癌）,>>tumoro;【植】腫瘍（しゅよう）;【動】イチョウガニ（属）
team	队	チームの,団体の
karavan	队	［自］隊を組んで行く,団体で旅行する
karbon	碳	【地質】石炭紀;石炭系
karcer	牢	{Ｏ}独房;監房,牢（ろう）;留置場;監獄,刑務所;【軍】営倉
karier	涯	{Ｏ}（一生涯のものとしての）職業,道;経歴,生涯
karikatur	讽	漫画のような,戯画化した
katastrof	灾	大災害の,破滅的な,悲惨な
plag	灾	［他］（神が）天罰を下す;《転》荒廃させる
kaŭr	蹲	(基本形gloss無)
klaĉ	谣	(基本形gloss無)
klasifik	类	{Ｏ}［他］分類する,区分する,仕分ける;【鉄】（車両を）入れ替える
kategori	类	範疇の;断言的な,定言的な;絶対的な,無条件の,明確な
klav	键	［他］打鍵する
kod	码	［他］【情】符号化する,エンコードする;（電文を）暗号化する
kolbas	肠	{Ｏ}【料】ソーセージ,>>s^inko;【建】（火薬を詰めた）導火嚢（どうかのう）
intest	肠	腸の
koloni	殖	植民地の,植民の
kondolenc	哀	哀悼の,お悔みの
impuls	冲	衝撃を与える,推進的な
konflikt	冲	［自］軋轢（あつれき）を生じている;紛争がある
kombin	合	{Ｂ}［他］組み合わせる,結合する;組み立てる,案配する;【化】化合させる
konform	合	{Ｏ}一致した,適合した
konk	贝	{Ｏ}【動】貝殻,（カタツムリの）殻;《転》貝殻形のもの;【解】甲介
asist	辅	補佐の
konsonant	辅	子音の,子音的な
konsult	询	{Ｏ}［他］（専門家に）相談する,諮問する;（辞書などを）調べる,参照する
kontinent	陆	大陸の,大陸性の
kontribu	贡	{Ｏ}［自］寄与する,貢献する;［他］寄付する,寄稿する
kooperativ	协	協同組合の
krab	蟹	{Ｏ}【動】カニ（類）（蟹）
kramp	夹	［他］かすがいで止める,クランプで固定する;かっこで囲む
sandviĉ	夹	(基本形gloss無)
ŝveb	翔	(基本形gloss無)
tabu	禁	タブーの,禁止された,触れてはならない
tajd	潮	【海】潮（の干満）,潮汐;潮流;《転》時流
taktik	术	戦術的な,戦術上の
tambur	鼓	［自］ドラムを打つ,太鼓をたたく;［他］太鼓で知らせる
aplaŭd	鼓	(基本形gloss無)
templ	庙	{Ｏ}【史】（古代ギリシア・ローマなどの）神殿;【宗】寺院,聖堂,礼拝堂,教会堂;《転》殿堂
testament	嘱	［他］【法】遺言する,遺贈する;《転》残し伝える
tropik	热带	回帰線の;熱帯の
tulip	郁	{Ｏ}【植】チューリップ（属）
kosm	宇	宇宙の
univers	宇	宇宙の
urin	尿	尿の,小便の
valut	币	通貨の;為替相場の
varb	募	{Ｏ}［他］（会員などを）募集する;【軍】徴募する
veget	茂	植生の;《転》無為の,無気力な
vertikal	竖	【数】【理】鉛直の;（地面に）垂直な,縦の,>>horizontala
veteran	老	老練な,長く経験を積んだ,ベテランの
vokal	元	{Ｏ}【声】母音
absurd	谬	{Ｂ}非常識な,不合理な;ばかげた,ばかばかしい;【哲】不条理な
ador	拜	{Ｂ}［他］【宗】礼拝する,崇拝する,あがめる;《転》敬慕する,あこがれる;《転》大好きである
kult	拜	礼拝の,祭祀（さいし）の
riverenc	拜	{Ｂ}［自］（上体を傾けて・膝を曲げて）お辞儀をする,最敬礼する
adverb	副	{Ｂ}【Ｇ】副詞,>>e-vorto
aflikt	悲	{Ｂ}［他］深く悲しませる,苦しませる,悩ませる
tragedi	悲	悲劇の;悲劇的な,悲惨な
ajl	蒜	にんにくを含む;にんにく臭い,にんにく味の
akt	幕	{Ｂ}【劇】幕;【法】証書
alud	暗	ほのめかしの,暗示的な
anekdot	闻	{Ｂ}逸話,ゴシップ,奇聞;小話
