"root"	"kanji"	"gloss"
"korpus"	"军团"	"【軍】軍団 ／ 【語】コーパス（言語資料体）"
"celeri"	"芹"	"【植】セロリ,オランダミツバ"
"api"	"芹"	"【植】オランダミツバ（属）,>>celerio ／ 【地名】アピア（西サモアの首都）"
"gajl"	"树瘤"	"【植】虫こぶ,ふし,没食子（もっしょくし）"
"alun"	"矾"	"【化】ミョウバン ／ 【PIV】(tr (transitiva)) Sorbigi per alu"
"skolt"	"侦"	"［自］ボーイスカウト活動をする;【軍】偵察する ／ ボーイスカウト;【軍】斥候,偵察兵 ／ 【PIV】Lau^ la maniero de skolto: (f (fi"
"tret"	"踏"	"［他］踏む,踏みつける;踏みつぶす ／ 【PIV】Ago de iu, kiu tretas."
"idol"	"偶像"	"【宗】偶像崇拝者 ／ 【宗】偶像,神像;《転》崇拝の的,アイドル ／ 【PIV】Rilata al idolo(j): idola kulto, "
"saliv"	"唾"	"［自］つばが出る ／ 唾液,つば ／ 【PIV】Rilata al la salivo: saliva amela"
"kaper"	"劫"	"［他］（敵船を）私掠（しりゃく）する,捕獲する"
"pec^"	"沥青"	"ピッチの,ピッチを塗った ／ ［他］ピッチを塗る ／ 【化】ピッチ,>>bitumo"
"bitum"	"沥青"	"瀝青炭 ／ ［他］瀝青で舗装する ／ 【化】瀝青（れきせい）,ビチューメン,>>asfalto,>>pec^o ／ 【PIV】1 Rilata al bitumo. 2 Bitumohava:"
"lanug"	"茸"	"綿羽のような,綿羽でできた,うぶ毛の生えた,綿毛に覆われた ／ 羽毛ぶとん ／ （鳥の）綿羽（わたばね）,>>plumo;うぶ毛,にこ毛,>>vilo;（タ"
"cim"	"臭虫"	"【虫】ナンキンムシ（南京虫）;カメムシ（亀虫）の類 ／ 【情】バグ,=programa fus^o"
"bas"	"低"	"【楽】バスの,低音の;《詩》=malalta（低い） ／ 【楽】バス（音・声）,低音;ベース楽器"
"lik"	"漏"	"［自］（ビン・樽などが）漏る;【海】（船が）浸水する;【電】漏電する ／ 漏れ口;浸水口;漏電個所"
"rigl"	"拴"	"［他］差し錠をかける,かんぬきをかける"
"enzim"	"酵素"	"【生】消化酵素 ／ 【化】酵素 ／ 【PIV】Rilata al la enzimoj."
"damp"	"抑"	"［他］【楽】（音を）抑える,消す;（弦などの振動を）抑制する,止める"
"inhib"	"抑"	"【植】【生】【化】【PIV】(tr (transitiva)) Malpli ／ 【PIV】1 Ago inhibi. 2 Io en la psiko, k"
"rudr"	"舵"	"水平舵,（飛行機の）昇降舵,（潜水艦の）横舵 ／ 【空】【海】かじ（舵） ／ 縦舵,（飛行機の）方向舵 ／ 【PIV】(tr (transitiva)) Gvidi per rudro"
"gril"	"蟋"	"【虫】コオロギ"
"opi"	"鸦片"	"【史】アヘン戦争 ／ 【化】アヘン（阿片）"
"teba"	"鸦片"	"【PIV】(ark. (arkaismo, arkaisme)) Rilat"
"ulcer"	"疮"	"【病】十二指腸潰瘍（かいよう） ／ 【病】胃潰瘍（いかいよう） ／ 潰瘍の,潰瘍性の ／ 【病】潰瘍（かいよう）"
"aft"	"疮"	"【病】（牛などの）アフタ熱,口蹄疫（こうていえき） ／ 【医】アフタ（口腔粘膜に発生する白斑状の小潰瘍）"
"bilard"	"台球"	"［自］ビリヤードをする ／ 【遊】ビリヤード,玉突き;ビリヤード台"
"diafan"	"透"	"半透明の,>>travidebla,>>maldiafana ／ 透き通るような（肌の）白さ ／ 半透明の磁器"
"skerm"	"击剑"	"［自］フェンシングをする;剣術をする ／ 【運】フェンシング;剣術,剣道"
"banus"	"督"	"【史】【PIV】Vicreg^o, komandanta en milito"
"fad"	"淡"	"［自］【映】フェードインする,><forfadi ／ ［自］【通】フェージングする ／ 【通】フェージング;【映】フェード（画面が徐々に切りかわること）"
"flegm"	"淡"	"無感動な,冷淡な;冷静な,落ち着きはらった ／ 無感動に,冷淡に;冷静に,落ち着きはらって ／ 無感動,冷淡;冷静,沈着;（中世の生理学で）粘液"
"pas^tel"	"淡"	"パステルカラー ／ 【美】パステル;パステル画 ／ 【PIV】Rilata al pas^telo: pas^tela port"
"kanab"	"麻"	"【植】アサ（麻）,タイマ（大麻）"
"narkot"	"麻"	"麻酔性の;眠気を催すような ／ ［他］【医】全身麻酔をかける,（麻酔で）眠らせる,>>anestezi"
"ricin"	"麻"	"【植】ヒマ（蓖麻）,トウゴマ（唐胡麻）"
"embusk"	"伏"	"待ち伏せて ／ ［自］待伏せる ／ 待伏せ;=embuskejo"
"tan"	"制革"	"［他］（皮を）なめす;《転》打ちすえる"
"medal"	"牌"	"銀メダル ／ 銅メダル ／ ［他］メダルを授ける ／ メダル,賞牌（はい）,記念章"
"fetor"	"臭"	"悪臭のひどい,むかつくようなにおいの,>>malbonodora ／ ［自］悪臭を放つ ／ （吐き気を催すような）悪臭,腐臭;【環】悪臭,>>malbonodoro"
"haladz"	"臭"	"腐臭を放つ,ひどい悪臭の ／ ［自］毒気を出す,腐敗臭を放つ ／ 毒気,悪臭;有毒ガス"
"stink"	"臭"	"【PIV】Malbonodora, fiodora, fetora. ／ 【PIV】(ntr (netransitiva)) Eligi malbon"
"fusil"	"枪"	"［自］小銃を撃つ ／ 【軍】小銃"
"pistol"	"枪"	"自動拳銃 ／ ピストル,拳銃,>>revolvero;（塗装用の）スプレーガン"
"raket"	"火箭"	"大陸間弾道弾 ／ 対戦車ロケット弾 ／ ［自］（ロケットのように）飛び出す;噴き出る,わき出る ／ ロケット,ミサイル,ロケット弾;打ち上げ花火,のろし,火矢"
"vektor"	"矢量"	"【理】位置ベクトル ／ 【理】単位ベクトル ／ 【数】ベクトル,>>skalaro ／ 【数】【PIV】Rilata al vektoro: vektora kal"
"mud"	"蜕"	"【動】【PIV】S^ang^ig^o de hau^to au^ de ha ／ 【PIV】(ntr (netransitiva)) Suferi mudon"
"fok"	"海豹"	"【動】ゴマフアザラシ（属）;《般》アザラシ"
"krit"	"临界"	"【理】臨界の,=sojla ／ 【理】臨界角,=sojla angulo ／ 【理】臨界質量,=sojla maso ／ 【理】臨界点,=sojla punkto"
"delikt"	"违"	"【法】違反,違犯,軽犯罪,>>krimo ／ 交通違反"
"lirik"	"抒"	"叙情詩の;叙情的な ／ 叙情詩"
"niel"	"乌银"	"［他］ニエロ象眼を施す ／ ニエロ,黒金;ニエロ象眼細工"
"vulv"	"外阴"	"陰門の,外陰部の ／ （〜aj 〜oj）【解】大陰唇 ／ （〜aj 〜oj）【解】小陰唇 ／ （〜aj 〜oj）【解】陰唇"
"torped"	"鱼雷"	"［他］【軍】魚雷攻撃する ／ 【軍】魚雷,空雷;【魚】シビレエイ（科の総称）"
"globin"	"珠蛋白"	"【化】【生】【PIV】(kn (kolektiva nomo)) Globf"
"kanajl"	"恶棍"	"忌まわしい悪党 ／ ごろつき,悪党 ／ 【PIV】Havanta econ de kanajlo: mi admir"
"eksces"	"滥"	"過度の,行過ぎた,並外れた,>>troa ／ 過剰防衛 ／ 過度に,極端に ／ ［自］度を過ごす,やり過ぎる"
"retin"	"网膜"	"網膜剥離 ／ 【解】網膜 ／ 【PIV】Rilata al la retino: retina disig"
"s^elk"	"背带"	"【服】ズボンつり,サスペンダー"
"s^akt"	"竖井"	"【鉱】立て坑;（井戸のような）縦穴;【建】エレベーター通路"
"dizel"	"柴油"	"【機】ディーゼル機関"
"martir"	"殉"	"【宗】殉教者;《転》殉難者,受難者"
"duel"	"决斗"	"［自］決闘する,果たし合いをする ／ 決闘,果たし合い"
"grenad"	"手雷"	"【軍】擲弾（てきだん）,>>obuso;手榴弾（しゅりゅうだん）,=mang ／ 【国名】グレナダ（北アメリカ）"
"tromb"	"龙卷"	"【気】（陸上の）竜巻 ／ 【気】（水上の）竜巻;【医】血栓,>>embolo"
"fraj"	"鱼卵"	"［自］【生】産卵する,>>ovumi ／ 【生】（魚類・両生類の）卵塊 ／ 【料】数の子"
"kapsik"	"辣"	"【料】トウガラシ ／ 【料】ピーマン ／ 【料】チリソース ／ 【植】トウガラシ（唐辛子）（属）,>>papriko;=kapsikofru"
"koktel"	"鸡尾酒"	"【料】カクテル（酒）"
"pudor"	"羞"	"恥じらいのある,慎み深い ／ 恥じらって,恥ずかしげに,つつましく ／ （性的な）羞恥心,恥じらい,慎み深さ"
"trot"	"小跑"	"［自］（馬などが）速歩（はやあし）で駆ける,だくを踏む,>>ambli,>> ／ （馬などの）速歩（はやあし）,だく足,トロット"
"papaj"	"木瓜"	"【植】パパイア"
"karik"	"木瓜"	"【植】パパイヤ（属）,>>papajo;【植】=karekso（スゲ）"
"cidoni"	"木瓜"	"【植】マルメロ ／ 【植】カリン（花梨）"
"baron"	"爵"	"男爵;【史】（中世、国王から領地を与えられた）諸侯 ／ （三人称）男爵閣下"
"ful"	"缩"	"［他］【織】（毛織物を）圧縮する,縮絨（しゅくじゅう）する"
"s^rump"	"缩"	"［自］しなびる,しわが寄る,しおれる,縮む ／ 萎縮"
"sistol"	"缩"	"【医】収縮期血圧,=supra premo ／ 【医】心収縮期,><diastolo"
"rif"	"礁"	"【海】礁（しょう）,岩礁,暗礁;《転》暗礁（危険な障害物） ／ 暗礁 ／ 【PIV】Prezentanta rifojn: rifa maro; se"
"mistik"	"玄"	"【宗】神秘の,霊的象徴の;神秘主義的な ／ 神秘的信仰,神秘的信条;絶対的信仰"
"naved"	"梭"	"【交】シャトルバス ／ 【織】ひ（杼）,シャトル ／ 【PIV】1 Rilata al navedo. 2 (f (figuras"
"ponard"	"匕"	"［他］短剣で刺す ／ （両刃の）短剣"
"siring"	"丁香"	"【植】ライラック,ハシドイ（属）"
"reu^mat"	"风湿"	"【医】【PIV】Dolora kongesto, precipe c^e l"
"fulmin"	"轰"	"［自］【理】爆鳴する,>>detonacio"
"frivol"	"轻浮"	"軽はずみな,不まじめな;くだらない,つまらない ／ くだらない考え ／ 浮ついた女"
"skist"	"片岩"	"片岩の,片状の ／ 【鉱】片岩,結晶片岩;頁岩（けつがん）;（薄い板状に割れやすい性質をもった岩"
"ovari"	"卵巢"	"【病】卵巣嚢腫（のうしゅ） ／ 【病】卵巣腫瘍（しゅよう） ／ 【解】卵巣;【植】子房"
"endemi"	"地方"	"ある地方に特有な;【医】風土病の ／ 【環】固有種（その分布が特定の地域に限定される生物種）,>>kosmopol ／ 【医】風土病;（病気の）地方的流行"
"klab"	"棍"	"［他］こん棒で殴る ／ こん棒;【運】（ゴルフの）クラブ"
"prud"	"假正"	"とりすました,貞淑ぶった,かまととの"
"dok"	"船渠"	"【海】ドック,船渠 ／ 【海】乾ドック"
"drast"	"猛"	"【薬】薬効の激しい;《転》強烈な,激烈な,徹底的な,思い切った,厳しい ／ 強烈な対比 ／ 強く心を打たれる場面 ／ 抜本的な変更"
"herez"	"异端"	"異端の;異説の ／ ［自］異端を唱える ／ 【宗】（正統派に対する）異端;《転》異説"
"marn"	"泥灰"	"［他］【農】（畑に）泥灰土を施す ／ 【鉱】泥灰岩;【農】泥灰土,マール ／ 【地名】マルヌ川（フランス，セーヌ川の支流）"
"dig"	"拦"	"［他］（堤防などで）せき止める ／ 堤防;堰（せき）,ダム"
"poc^"	"煮"	"［他］【料】落とし卵にする"
"stuf"	"煮"	"［他］【料】蒸煮にする,とろ火で煮る"
"frikas"	"煮"	"［他］【料】フリカッセにする,ホワイトソースで煮込む"
"trip"	"肚"	"【料】モツ煮込み ／ （動物の）はらわた,臓物;（反芻動物の）胃;【料】トライプ（牛の胃を刻んで煮"
"spark"	"火花"	"【電】スパーク,電気火花"
"kompas"	"罗盘"	"【理】ジャイロコンパス ／ 【海】羅針盤,コンパス ／ 【天】らしんばん座 ／ 【理】磁気コンパス"
"pram"	"渡"	"［他］（船で）渡す ／ 渡し船"
"diabet"	"糖尿"	"【病】尿崩症 ／ 糖尿病の ／ 【医】糖尿病性昏睡（こんすい） ／ 【病】糖尿病"
"krep"	"皱绸"	"【織】クレープデシン,フランスちりめん ／ 【服】綿縮（めんちぢみ） ／ クレープゴム（靴底などに用いる） ／ クレープ紙,ちりめん紙"
"anus"	"肛"	"肛門の ／ 【魚】臀（しり）びれ ／ 肛門性交,アナルセックス ／ 肛門で"
"ermit"	"隐"	"【宗】隠遁（いんとん）生活 ／ 【宗】隠者,隠修士;《転》世捨て人 ／ 【PIV】Rilata al ermito: vivi ermitan vi"
"trake"	"气管"	"【解】気管,>>bronko;【虫】気管;【植】導管;=trah^eo"
"trah^e"	"气管"	"【解】気管,>>bronko;【虫】気管;【植】導管;=trakeo"
"vagin"	"阴道"	"膣洗浄 ／ 【解】膣（ちつ）,ワギナ ／ 【PIV】Rilata al vagino: vagina injekto;"
"orden"	"修会"	"【キ】観想修道会 ／ ［他］叙勲する ／ 勲章,勲位;【史】騎士団;【キ】修道会 ／ 修道会"
"bed"	"圃"	"【園】（細長い）野菜畑,花壇"
"fisk"	"国库"	"国庫の;国税の ／ 税法 ／ 【経】国庫債券,（日本の）短期国債,（米国の）財務省短期証券,（英国の）大蔵 ／ 国庫;国税庁,税務当局"
"tar"	"皮重"	"風袋（ふうたい）（包装容器の重量） ／ 【PIV】(tr (transitiva)) Determini la pe"
"tartr"	"酒石"	"【化】酒石;【医】歯石,=dentos^tono"
"algebr"	"代数"	"【数】代数方程式 ／ 代数幾何学 ／ 代数学 ／ 【数】ブール代数"
"skab"	"疮疤"	"【植】【PIV】Plantmalsano, kau^zata de iuj "
"c^ant"	"咏"	"【楽】グレゴリオ聖歌 ／ 【楽】【PIV】Formo de kantado uzata por psa ／ 【PIV】(tr (transitiva)) Tiele kanti."
"psalm"	"咏"	"［他］【カ】（詩篇を）詠唱する;単調に歌う ／ 【宗】聖歌,詩篇歌,>>himno,>>kantiko"
"hast"	"匆"	"大急ぎの;拙速の ／ ひどく急いで;拙速に ／ ［自］大いに急ぐ,せく,あわててする,>>rapidi,>>urg^ig^i ／ 大急ぎ,はやる気持"
"barbar"	"蛮"	"未開の ／ 未開人,野蛮人 ／ 【PIV】Virina nomo."
"kript"	"墓窖"	"地下墓室の ／ 黙契の,秘密の;=c^ifrita ／ （教会の）地下墓室;【解】陰窩（いんか）"
"kulot"	"短裤"	"【服】半ズボン;【史】キュロット（ぴったりした膝丈の半ズボン）"
"s^ort"	"短裤"	"【服】【PIV】Mallonga kuloto, plejofte el t"
"kvit"	"偿"	"【商】（負債から）免れた,借金のなくなった;（義務などから）免除された ／ 【PIV】1 En kvita maniero: inter ni kvit"
"atenu"	"衰"	"【電】減衰指数,減衰定数 ／ 【理】減衰距離 ／ ［他］【理】（距離とともに）減衰させる,>>amortizi ／ 【理】減衰"
"pirat"	"海盗"	"海賊の ／ 海賊版 ／ ［自］海賊を働く,>>kaperi ／ 海賊,>>korsaro;《転》略奪者,盗作者,著作権侵害者,>>plagi"
"sifon"	"虹吸"	"サイフォンの ／ ［他］サイフォンで吸い上げる ／ 【理】サイフォン,吸い上げ管;=sifonbotelo（サイフォンびん）"
"hamstr"	"仓鼠"	"【動】ヨーロッパハムスター ／ ［他］（大量に）ため込む,買いだめする ／ 【動】ハムスター,キヌゲネズミ ／ 【動】タビキヌゲネズミ,アルメニアンハムスター"
"glace"	"泽"	"光沢のある,つや出しした,>>polurita ／ つや革の手袋 ／ 光沢紙 ／ 光沢,つや,>>poluro;【美】グラッシ,上塗り"
"kil"	"龙骨"	"【海】ビルジキール,湾曲部竜骨 ／ 【海】キール,竜骨"
"karen"	"龙骨"	"竜骨形の ／ ［他］【海】（船体を傾けて）船底を手入れする ／ 【海】喫水部,船底;【解】竜骨突起;【植】（マメ科植物の）竜骨弁,舟弁 ／ 【天】りゅうこつ（竜骨）座"
"bu"	"浮"	"［他］【海】浮標を設置する ／ 【海】ブイ,浮標"
"pelag"	"浮"	"【生態】【PIV】Vivularo de la akvomaso de ma ／ 【PIV】Rilata al pelago: pelaga fau^no, "
"morus"	"桑"	"【果】桑（くわ）の実;【植】=morusarbo"
"fondus"	"基金"	"【Ｅ】購読支援基金 ／ 【経】減債基金 ／ 【経】基金,財団,=fondaj^o ／ （la 〜）国際通貨基金（IMF）"
"sukur"	"急救"	"【医】【PIV】(tr (transitiva)) Doni la unua"
"kurt"	"短"	"《詩》=mallonga（短い） ／ 【電】短絡回路,ショート,=fus^kontakto"
"efemer"	"短"	"はかない,束の間の,一日限りの ／ 《般》【虫】カゲロウ（蜉蝣）;【虫】モンカゲロウ（属）"
"stres"	"压力"	"【生】【心】【PIV】1 Akuta fiziologia k psikol ／ 【PIV】Rilata al streso: stresa aganto. ／ 【PIV】Esti en stato de streso."
"duk"	"公爵"	"公爵,>>markizo,>>princo"
"zodiak"	"黄道"	"黄道十二宮 ／ 黄道帯の ／ 黄道十二宮 ／ 【天】黄道光"
"deprim"	"沮丧"	"意気消沈させる ／ ［他］意気消沈させる,落ち込ませる>>senkurag^igi,>>malv ／ 意気消沈,憂鬱（ゆううつ）,鬱（うつ）状態,>>spleno;【医】鬱病（う"
"uzur"	"高利"	"高利の ／ 高利で,>>procentege ／ ［自］高利貸をする,暴利をむさぼる ／ （不当な）高利,暴利,>>procentego;高利貸（すること）"
"agav"	"龙舌兰"	"リュウゼツランの ／ 【植】リュウゼツラン（竜舌蘭）（属）,アガベ"
"hoke"	"曲棍球"	"【運】ホッケー"
"lagun"	"泻湖湖"	"【地理】潟（かた）,潟湖（せきこ）;（環礁で囲まれた）礁湖"
"rezid"	"驻"	"【情】常駐の ／ 【情】常駐プログラム ／ 【PIV】(ntr (netransitiva)) 1 Konstante "
"rival"	"敌"	"［自］張り合う,競争する,対抗する ／ ライバル,競争相手,好敵手,>>konkuranto"
"advers"	"敌"	"=kontrau^aga（敵対している）"
"ezofag"	"食管"	"【解】食道 ／ 【PIV】Rilata al ezofago."
"kusp"	"倒"	"毛並みに逆らって,逆に ／ ［他］（毛を）逆立てる,（端を）折り返す,（袖を）まくり上げる ／ 【数】尖点;【建】いばら,カスプ"
"fuze"	"引信"	"【軍】着発信管,撃発信管,=perkuta fuzeo ／ 【軍】時限信管 ／ 【軍】（砲弾の）信管 ／ 【軍】着発信管,撃発信管,=frapa fuzeo"
"defi"	"挑战"	"［他］挑戦する,いどむ;公然と反抗する,平然と無視する,ものともしない ／ チャンピオンに挑戦する ／ 挑戦,チャレンジ;（乗り越えるべき）難題,試練"
"fuz"	"信管"	"【軍】時限信管 ／ ［自］【化】（火薬が）爆発せずに燃焼する"
"klostr"	"修院"	"修道院の静けさ ／ 【建】（修道院の中庭を囲む屋根付きの）回廊;【キ】修道院 ／ 【PIV】Rilata al klostro, precipe 2: klo"
"aksel"	"腋"	"【解】腋（わき）の下;【植】葉腋（ようえき） ／ 【PIV】Trovig^anta en la akselo: aksela "
"kast"	"种姓"	"（インドの）カースト;《転》世襲的社会階級,身分 ／ 【PIV】Rilata al kasto: kastaj antau^jug"
"erekt"	"勃"	"【医】勃起した ／ ［他］【医】勃起させる"
"glis"	"滑翔"	"［自］【空】滑空する"
"halter"	"哑铃"	"［自］【運】ダンベル体操をする;重量挙げをする ／ 【運】亜鈴（あれい）,ダンベル,バーベル;【虫】平均棍（こん）"
"sepult"	"葬"	"［他］葬る,埋葬する,>>entombigi ／ 埋葬,葬送,葬儀"
"tenor"	"男高音"	"テノールの ／ 【楽】テナーサックス ／ 【楽】テノール,テナー;=tenorulo（テノール歌手）"
"sabr"	"刀"	"［他］サーベルで切る,切りつける ／ サーベル,軍刀"
"amplif"	"扩"	"［他］【理】=amplifiki（増幅する） ／ 【PIV】Pliigo de la (alterna) tensio au^ ／ 【PIV】Rilata al amplifo: amplifa stacio"
"leksik"	"词汇"	"【語】【PIV】Tuto de la leksemoj de lingvo."
"malari"	"疟"	"マラリア熱 ／ 《般》【虫】マラリア蚊,=anofelo ／ 【病】マラリア"
"rit"	"仪"	"（宗教的）儀式の,典礼の ／ 【宗】祭式,典礼;儀式"
"kontuz"	"挫伤"	"［他］打撲傷を与える ／ 挫傷（ざしょう）,打撲傷（だぼくしょう）,打ち身"
"diakon"	"助祭"	"【キ】（カトリックの）助祭;（プロテスタントの）執事"
"futur"	"未"	"【Ｇ】未来（時制）,=os-tempo;《詩》=estonteco（未来）"
"anarki"	"无政府"	"無政府の,無政府状態の ／ 無政府,無政府状態"
"j^ongl"	"耍"	"［自］（物を空中に投げる）曲芸をする;手品をする;《転》巧みに扱う"
"rar"	"稀"	"まれな,希少な,珍しい,=malofta ／ 【環】希少種 ／ まれに,=malofte"
"dilu"	"稀"	"［他］【化】希釈する;薄める,=malkoncentri ／ 【化】希釈 ／ 【PIV】Solvaj^o malkoncentrita."
"pans"	"敷"	"［他］【医】（傷の）手当てをする,処置する"
"foment"	"敷"	"温湿布 ／ ［他］【医】温湿布する,（患部を）暖める ／ 温湿布治療"
"krank"	"曲柄"	"【機】クランク"
"h^oler"	"霍乱"	"【病】コレラ ／ 【PIV】Rilata al h^olero."
"ci"	"尔"	"［代］おまえ（二人称親称，使用は希） ／ おまえの ／ おまえを"
"fav"	"黄癣"	"黄癬の ／ 【病】黄癬（おうせん）;=tinio（頭部皮疹）"
"rektum"	"直肠"	"【解】直腸 ／ 【PIV】Rilata al rektumo."
"svarm"	"拥"	"［自］うようよしている,群がっている,ひしめき合う,雲集する ／ 群衆,人込み;大群,群れ"
"meduz"	"水母"	"【動】クラゲ（海月・水母） ／ 【神】メドゥーサ（ギリシア神話の怪物、頭髪が蛇）"
"zom"	"变焦"	"【写】光学ズーム ／ ［自］【空】急上昇する;【映】ズームする ／ 【空】急上昇;【映】ズーム;【写】ズームレンズ"
"tars"	"足根"	"【解】足根骨;【虫】ふ節 ／ 【地名】タルスス（トルコ）"
"latir"	"香豌豆"	"【植】スイートピー（種） ／ 【植】スイートピー（種） ／ 【植】グラスピー（種）,ガラスマメ ／ 【植】レンリソウ（属）"
"kongel"	"冻"	"【PIV】(tr (transitiva)) Fridigi produkt"
"ekzil"	"逐"	"［他］祖国から追放する,>>proskribi,>>elpeli ／ 国外追放,流刑,>>deporto"
"sopran"	"女高音"	"ソプラノの ／ 【楽】ソプラノ（最高音域）;ソプラノ楽器"
"kamfor"	"樟"	"【化】ショウノウ（樟脳） ／ 【PIV】Enhavanta kamforon, au^ rilata al"
"magm"	"岩浆"	"【地質】マグマの;火成の ／ 【地質】火成岩 ／ 【地質】マグマ"
"fleksi"	"屈"	"【語】屈折の;屈折した,（語尾の）変化した ／ 【語】屈折語 ／ 【語】屈折;【Ｇ】語尾変化 ／ 【PIV】(tr (transitiva)) Modifi (vorton)"
"fosili"	"化石"	"化石の ／ 【環】化石燃料 ／ 【地質】化石"
"obtuz"	"钝"	"（音・痛みなどが）鈍い,はっきりしない;【数】鈍角の ／ 鈍痛 ／ 内にこもった声"
"glim"	"云母"	"【鉱】白雲母（はくうんも） ／ ［自］（雲母のように）きらきら光る ／ 【鉱】雲母（うんも） ／ 【鉱】黒雲母（こくうんも）"
"evaku"	"疏散"	"強制疎開 ／ ［他］【軍】撤退する,撤兵する;立ち退かせる,引き揚げさせる ／ 【軍】撤退,撤収,撤兵;退去,疎開"
"step"	"草原"	"【地理】ステップ（大草原）"
"preri"	"草原"	"【地名】プレーリー（北米大陸中部の大草原） ／ 【地理】【PIV】C^iu el la vastaj ebenaj^oj d"
"trust"	"垄断"	"［他］【経】トラストで独占する ／ 【経】トラスト（企業合同）,>>kartelo"
"narcis"	"水仙"	"【植】スイセン（水仙）（属） ／ 【神】ナルキッソス（ギリシア神話の美青年）"
"abat"	"院长"	"【キ】修道院長,大修道院長,>>prioro"
"prior"	"院长"	"【キ】小修道院長;（大修道院の）副院長,>>abato"
"ftiz"	"结核"	"【病】肺結核,>>tuberkulozo"
"timpan"	"鼓膜"	"【解】鼓膜 ／ 【解】鼓室,中耳;【建】ティンパヌム,三角小間;【楽】=timbalo（ティ ／ 【解】【PIV】Rilata al timpano: timpana mem"
"miring"	"鼓膜"	"【解】【PIV】Timpana membrano (membrana tym"
"mortez"	"卯眼"	"［他］【建】ほぞ穴をくる ／ 【建】【機】ほぞ穴,>>tenono"
"stak"	"垛"	"いなむら（稲叢）;（物を積んだ）山;【情】スタック"
"krenel"	"垛"	"銃眼のついた;【植】（葉の縁が）鈍鋸歯状の ／ （城壁に）銃眼をつける ／ 【建】銃眼（胸壁の凹部）"
"metan"	"沼气"	"【化】メタンハイドレート ／ 【化】メタン"
"cedrat"	"香柑"	"【果】シトロン,ブシュカン（仏手柑）"
"nap"	"油菜"	"【農】カブ,カブラ（蕪）,=rapo;【植】セイヨウアブラナ（種）"
"kolz"	"油菜"	"アブラナの花;《般》菜の花 ／ 【植】（セイヨウ）アブラナ,=oleonapo;《般》菜の花"
"anemi"	"贫血"	"貧血の,貧血症の,=sangomanka ／ 【病】貧血,貧血症,=sangomanko ／ 【PIV】(tr (transitiva)) Malsanigi per a"
"ostr"	"蚌"	"《般》カキ（牡蠣）;【貝】イタボガキ（板甫牡蠣）（属）"
"mitul"	"蚌"	"【貝】イガイ（貽貝）（属）,ムール貝"
"lant"	"缓"	"《詩》=malrapida（ゆっくりした） ／ 《詩》=malrapide（ゆっくりと） ／ 【PIV】(ntr (netransitiva)) Pasigi multa ／ 【PIV】Ps. de Eu^geno Adam (1879−1947), "
"rilaks"	"缓"	"【理】緩和,=relaso ／ 【PIV】Rilata al rilakso: rilaksa tempo  ／ 【医】【PIV】(tr (transitiva)) Praktiki ril"
"remit"	"缓"	"【医】【PIV】Portempa malfortig^o de la sim ／ 【PIV】Prezentanta remitojn: remita febr"
"faring"	"咽"	"【解】咽頭（いんとう） ／ 【PIV】Rilata al la faringo: faringaj mu"
"amfibi"	"两栖"	"両生類の;水陸両用の ／ 【空】水陸両用機 ／ 【軍】水陸両用戦車 ／ 水陸両用車両"
"kvarc"	"石英"	"石英の,水晶の,クオーツの ／ 水晶時計,クオーツ時計 ／ 水晶;水晶振動子（クオーツ） ／ 水晶振動子（クオーツ）"
"bran"	"糠"	"【農】ふすま,ぬか（糠）"
"talp"	"地鼠"	"モグラの;モグラのような ／ 【動】モグラ（土竜）（科の総称）;《転》暗闇で黙々と仕事をする人"
"kobold"	"精灵"	"コボルト（いたずら好きの小さな妖精）;《転》いたずらっ子"
"angor"	"忧"	"苦悶の,不安にかられた ／ （激しい）不安にかられて,苦悶して ／ ［自］苦悶する ／ （胸を締めつけるような）不安,苦悶（くもん）"
"grafit"	"石墨"	"【鉱】黒鉛,石墨 ／ 【PIV】Lubriki per grafito. Vd olei, gra"
"drag"	"挖泥"	"［他］浚渫（しゅんせつ）する ／ 浚渫（しゅんせつ）"
"ume"	"梅"	"【料】梅干 ／ 【果】ウメ（梅）の実;【植】ウメ（梅）,=umearbo"
"kuri"	"廷"	"【史】クリア（古代ローマの社会組織の一単位／クリア集会所／元老院議場）;【カ ／ 【理】キュリー（放射能の単位，Ci） ／ 【人名】キュリー（フランスの物理学者夫妻，ピエール1859-1906，マリー"
"pluk"	"摘"	"［他］（花や実を）摘む,摘みとる,>>des^iri;つまみ上げる;【楽】（ ／ （花や実の）摘み取り"
"enukle"	"摘"	"［他］【医】（腫瘍・眼球などを）摘出する"
"makler"	"介"	"［自］【商】仲買業をする ／ 仲買,仲買業"
"galer"	"桨船"	"【史】ガレー船;《転》苦役"
"asembl"	"汇编"	"【情】アセンブラ言語 ／ 【情】【PIV】(tr (transitiva)) Traduki al m"
"karo"	"方块"	"【遊】ダイヤのエース ／ 【遊】（トランプの）ダイヤ ／ 【遊】（トランプで）ダイヤの札を出す"
"espart"	"茅"	"【植】【PIV】Komuna nomo de diversaj herboj ／ 【PIV】Plekti esparton."
"pron"	"俯"	"【PIV】(tr (transitiva)) Turni la antau^ ／ 【PIV】Tia movo de la antau^brako, k la "
"peg"	"啄木"	"【鳥】キツツキ（啄木鳥）（科の総称）;アオゲラ（緑啄木鳥）（属）"
