sargas	{Ｏ}【植】ホンダワラ属（の海藻）
inul	【植】【PIV】G. (Genro) (Inula el asteracoj) de herboj, plejofte plurjaraj k odoraj, kun simplaj folioj k flavaj, radiaj kapituloj; c^. (c^irkau^) 90 sp-oj (specioj)
inulin	【植】【化】【PIV】Glucido parenca al amelo, polimero de fruktozo, (C 6 H 10 O 5) n (n = 30−35), trovig^anta c^e iuj florplantoj, precipe kampanulacoj k asteracoj, ekz.
ip	【動】【PIV】G. (Genro) (Ips) de koleopteroj, borantaj galeriojn en la subs^elo de arboj por tie demeti siajn ovojn.
ipome	【植】【PIV】G. (Genro) (Ipomoea el konvolvulacoj) de arbustetoj k de plurjaraj herboj volvig^antaj, rampaj au^ staraj; c^. (c^irkau^) 650 sp-oj (specioj) el la varm
izatid	【植】【PIV】G. (Genro) (Isatis el brasikacoj) de du-k plur-jaraj herboj kun stara tigo, kun malgrandaj, flavaj floroj en kunmetaj cumoj k kun pendaj silikvoj elipsa
izatis	【動】【PIV】Arkta vulpo.
izolepid	【植】【PIV】G. (Genro) (Isolepis el ciperacoj), tre parenca al scirpo, de c^. (c^irkau^) 70 sp-oj (specioj) de herboj el la mezvarmaj regionoj.
jabiru	【動】【PIV】Tropika birdo (Jabiru k parencaj g-oj (genroj)) el la ordo de cikoniformaj, kun granda kolora beko, vivanta en S Ameriko, tropika Afriko k SE Azio.
jaborand	【植】【PIV】1 Sp. (Specio) de pilokarpo (Pilocarpus jaborandi). 2 Pilokarpo. 3 Farmaciaj^o ekstraktata el pilokarpinohavaj sp-oj (specioj) de jaborando 1 k 2.
jakarand	【植】【PIV】G. (Genro) (Jacaranda el bignoniacoj) de arboj k trunkarbustoj kun kontrau^e duopaj, plume kunmetaj folioj k kun akselaj au^ apeksaj tirsoj el funelform
jambos	【植】【PIV】Sp. (Specio) de sizigio (Syzygium jambos) el SE Azio, malgranda arbo kun mang^eblaj beroj ovoidaj, hele flavaj, rozodoraj.
jazion	【植】【PIV】G. (Genro) (Jasione el kampanulacoj) de unu-, du-k plur-jaraj herboj kun helbluaj floroj en densa kapitulo; c^. (c^irkau^) 20 sp-oj (specioj) el Eu^ropo
jing	【動】【PIV】G. (Genro) (Jynx) de birdoj el la ordo de pegoformaj, kun relative mallonga beko k tre tordig^ema kolo. Sin. (sinonimo) koltordulo.
johimb	【植】【PIV】Sp. (Specio) (Pausinystalia johimbe el rubiacoj) de arbo el U Afriko, kies malglata s^elo enhavas alkaloidojn, i.a. (interalie, inter aliaj) johimbino.
kacur	【植】【PIV】Sp. (Specio) de cercidifilo (Japania cercidifilo).
kad	【植】【PIV】Sp. (Specio) de junipero (Juniperus oxycedrus), Mediteranea trunkarbusto au^ arbeto kun lancetformaj folioj k orang^e brunaj berkonusoj.
kaguang	【動】【PIV】Populara nomo de la sp-oj (specioj) de la ordo dermopteroj. Vd galeopiteko.
kairin	【動】【PIV】G. (Genro) (Cairina) de du sp-oj (specioj) de birdoj el fam. (familio) anasedoj, kun ne plata beko, el kiuj C. moschata, origina el S Ameriko, malsovag^
kajeput	【植】【PIV】1 Sp. (Specio) de melaleu^ko (kajeputa melaleu^ko), el kiu oni ekstraktas kajeputesencon; hejma en Au^stralio k E Azio. 2 = kajeputa esenco.
kala	【植】【PIV】G. (Genro) (Calla el arumacoj) de nur unu sp. (C. palustris), plurjara, marc^a herbo el la mezvarmaj regionoj de la N hemisfero, kun rampa rizomo, kun s
kaladi	【植】【PIV】G. (Genro) (Caladium el arumacoj) de plurjaraj herboj kun tubera rizomo k elbazaj folioj plejofte s^ilde sagformaj; 7 sp-oj (specioj) el tropika S Ameri
kalam	【植】【PIV】1 G. (Genro) (Calamus el arekacoj) de grimpaj, dau^rafoliaj, dioikaj arboj kun longa, glata, maldika, dorna trunko k kun plume kunmetaj folioj, kies fol
kalamagrostid	【植】【PIV】G. (Genro) (Calamagrostis el poacoj) de c^. (c^irkau^) 230 sp-oj (specioj) de plurjaraj herboj el la mezvarmaj regionoj.
kalamint	【植】【PIV】G. (Genro) (Calamintha, el lamiacoj), tre parenca al satureo, de bonodoraj, plurjaraj herboj kun apeksaj k akselaj cumoj el floroj karakterizataj de dul
kalate	【植】【PIV】G. (Genro) (Calathea el marantacoj) de plurjaraj herboj kun verdaj au^ ofte ankau^ parte okulfrape koloraj folioj k kun 3-nombraj floroj g^enerale en sp
kalaz	【動】【PIV】1 Aksa helicaj^o de la blankaj^o de la ovoj de birdoj. 2【植】 Loko de la bazo de ovolo, kie apartig^as ties tegumentoj k kie finig^as la vaskuloj de la pl
kalceolari	【植】【PIV】G. (Genro) (Calceolaria el skrofulariacoj) de plantoj - unu-k plur-jaraj herboj k tufarbustoj - kun kontrau^e duopaj folioj k kun tre neregulaj floroj, 
kaliceb	【動】【PIV】G. (Genro) (Callicebus) de malgrandaj Amerikaj simioj kun longa k mola hararo, longa vosto ne prenpova k ordinare belkoloraj. Vd titio.
kalidr	【動】【PIV】G. (Genro) (Calidris) de birdoj el la ordo de karadriformaj, fam. (familio) de skolopedoj, malgrandaj, kun mezlongaj tarsoj. Vd tringo.
kalitrik	【植】【PIV】G. (Genro) (Callitriche el kalitrikacoj) de unu-k plur-jaraj, akvejaj herboj kun fadenformaj tigoj k kun folioj kontrau^e duopaj, la subakvaj lini-, la 
kalitris	【植】【PIV】G. (Genro) (Callitris el kupresacoj) de 14 sp-oj (specioj) de arboj, iuj uzataj por ligno k rezino. -> sandarako.
kalosom	【動】【PIV】G. (Genro) (Calosoma) de insektoj el la ordo de koleopteroj, fam. (familio) de karabedoj, kiuj mang^as precipe malutilajn papiliajn larvojn.
kalt	【植】【PIV】G. (Genro) (Caltha el ranunkolacoj) de plurjaraj akvejaj herboj kun larg^e korformaj folioj k kun regulformaj, senpetalaj floroj havantaj blankajn au^ f
kalun	【植】【PIV】G. (Genro) (Calluna el erikacoj), parenca al eriko, de nur unu sp. (C. vulgaris), dau^rafolia arbusteto kun malgrandaj folioj kontrau^e duopaj, 4-vice t
kambium	【植】【PIV】Histo, lau^diametre kreskiganta la tigon k radikon de la vaskulplantoj.
kameciparis	【植】【PIV】G. (Genro) (Chamaecyparis el kupresacoj), parenca al kupreso, de monoikaj arboj k trunkarbustoj, mallarg^e piramidaj; 8 sp-oj (specioj) el N Ameriko k E
kamemel	【植】【PIV】G. (Genro) (Chamaemelum el asteracoj), parenca al antemido, de 6 sp-oj (specioj) de herboj el Eu^ropo, Kanarioj, N Afriko k SU Azio.
kamemor	【植】【PIV】1 Sp. (Specio) de rubuso (Rubus chamaemorus) el N Eu^ropo k N Ameriko, plurjara, duonligneca, kun mane 5−7-lobaj folioj k kun grandaj, orang^e flavaj, m
kamerops	【植】【PIV】G. (Genro) (Chamaerops el arekacoj) de nur unu sp. (C. humilis), U Mediteranea, la sola palmo hejma en Eu^ropo, maks. 6 m alta, kultivata por ornamo k m
kanang	【植】【PIV】G. (Genro) (Cananga el anonacoj) de du sp-oj (specioj) de arboj k trunkarbustoj, hejmaj de tropika Azio g^is Au^stralio.
kanope	【植】【生態】【PIV】Supra parto de la krono de arbo au^ de la kronaro de arboj, k kiu senpere ricevas la sunlumon: la kanopeo estas la plej alta etag^o de la tropika pl
kantalup	【植】【PIV】Grupo (Cantalupensis) de kf-oj (kultivoformoj) de melono kun sulkaj fruktoj, havantaj verukan hau^ton k tre aroman karnon. Vd retmelono.
kara	【植】【PIV】G. (Genro) (Chara el karaacoj) de dolc^akvaj verdalgoj kun regulaj, verticilaj disbranc^aj^oj aspektantaj kiel folioj; kosmopolita g. (genro) de pli ol 
karagan	【植】【PIV】G. (Genro) (Caragana el fabacoj) de falfoliaj, ofte dornaj arbustoj kun plume kunmetaj folioj, kun unuopaj au^ faskaj, plejofte flavaj floroj k kun lini
karcin	【動】【PIV】G. (Genro) (Carcinus) de malgrandaj kraboj verdaj, kun nigraj ornamaj^oj; vivas en neprofunda akvo de la Eu^ropaj marbordoj. Vd kancero.
kardamom	【植】【PIV】1 (ss (striktasence)) Sp. (Specio) de eletario (Elettaria cardamomum) el Hindio, plurjara herbo kun branc^ig^antaj rizomoj, kun lancetformaj, aromaj fol
kardu	【植】【PIV】G. (Genro) (Carduus el asteracoj) de unu-, du-k plur-jaraj, dornaj herboj kun tubetfloraj kapituloj; la akeno portas tufon de dentetaj haroj; c^. (c^irk
karduel	【動】【PIV】G. (Genro) (Carduelis) de birdoj el la ordo de paseroformaj, fam. (familio) de fringedoj, kun s^vela bekbazo k longaj, pintaj flugiloj, al kiu apartenas
karet	【動】【PIV】Mara testudulo (unuspecia g. (genro) Caretta caretta) el la fam. (familio) de keloniedoj, la plej norda mara testudo, vivanta en Mediteraneo, sed demeta
karibu	【動】【PIV】Kn (Kolektiva nomo) de 4 subsp-oj de N-Amerikaj rangiferoj, i.a. (interalie, inter aliaj) Rangifer tarandus caribou.
kariops	【植】【PIV】Frukto de la poacoj, speco de akeno, kies semo kunig^is kun la perikarpo, ekz. (ekzemple) grajno de hordeo, tritiko. Sin. (sinonimo) grajno 1.
karite	【植】【PIV】Falfolia arbo (el la unuspecia g. (genro) Vitellaria paradoxa el sapotacoj) hejma en N tropika Afriko; el la brunaj, oleoric^aj semoj oni ekstraktas gra
karpelar	【植】【PIV】Gineceo.
kartam	【植】【PIV】G. (Genro) (Carthamus el asteracoj) de unu-, du-k plur-jaraj, dornaj herboj, kies kapitulo konsistas el flavaj, bluaj au^ blankaj tubetfloroj k el invol
karum	【植】【PIV】G. (Genro) (Carum el apiacoj) de unu-, du-k plur-jaraj herboj kun 2−3-oble plume dividaj folioj, kun blankaj au^ rug^etaj floroj k kun aromaj fruktoj; c
kaskaril	【植】【PIV】Sp. (Specio) de krotono (Croton eluteria) el Antiloj k Bahamoj, trunkarbusto au^ malalta arbo kun amara, tonika s^elo uzata por medicino k trinkaj^oj.
kastane	【植】【PIV】G. (Genro) (Castanea el fagacoj) de arboj k trunkarbustoj kun defalemaj, dentaj folioj, kun virseksaj floroj en longaj, staraj amentoj, k kun inseksaj f
katalp	【植】【PIV】G. (Genro) (Catalpa el bignoniacoj) de fal-, malofte dau^ra-foliaj arboj kun grandaj, korformaj folioj g^enerale kontrau^e duopaj, kun apeksaj korimboj 
katarant	【植】【PIV】G. (Genro) (Catharanthus el apocinacoj) de unu-k plur-jaraj herboj au^ arbustetoj; 6 sp-oj (specioj) el Madagaskaro, Hindio k Srilanko.
katari	【植】【PIV】Sp. (Specio) de nepeto (Nepeta cataria) el Eu^ropo k U k C Azio, plurjara herbo medicine uzata, mentodora, alloganta la katojn. Sin. (sinonimo) katherbo
katlej	【植】【PIV】G. (Genro) (Cattleya el orkidacoj) de plurjaraj arbo-au^ s^ton-log^aj herboj kun s^ajnbulbo portanta 1−2(3) dikajn, ledecajn au^ karnajn foliojn k plata
katokal	【動】【PIV】G. (Genro) (Catocala) de noktpapilioj, kies antau^aj flugiloj estas grizbrunaj, dum la postaj flugiloj estas okulfrape koloraj.
kau^kalid	【植】【PIV】G. (Genro) (Caucalis el apiacoj) de nur unu sp. (C. platycarpos), unujara herbo el S Eu^ropo, kun relative grandaj, elipsoidaj fruktoj, sur kies ripoj s
kau^lerp	【植】【PIV】G. (Genro) (Caulerpa el kau^lerpacoj) de maraj verdalgoj sifonaj; precipe tropika k subtropika g. (genro) de 70 sp-oj (specioj)
kau^ri	【植】【PIV】1 Sp. (Specio) de agatido (Agathis australis) el Nov-Zelando, kultivata por ornamo, ligno k kau^ria kopalo. Sin. (sinonimo) au^strala agatido. Vd agatid
kava	【植】【PIV】1 Sp. (Specio) de pipero (ebriiga pipero) el la Pacifikaj insuloj, tufarbusto, el kies grandaj radikoj oni per fermentigo produktas etdoze tonikan, fort
kazuaren	【植】【PIV】G. (Genro) (Casuarina el kazuarenacoj) de monoikaj au^ dioikaj plantoj - arboj, arbustoj k arbustetoj - supraj^e similaj al ekvizetoj pro artikaj, cilin
kebrac^	【植】【PIV】Ligno el diversaj S Amerikaj sp-oj (specioj) de arboj - nome blanka kebrac^o (el Aspidosperma tomentosum el apocinacoj) k rug^a kebrac^o (el kelkaj sp-o
keir	【植】【PIV】Sp. (Specio) de erizimo (Erysimum cheiri, sin. (sinonimo (de latinscienca nomo)) Cheiranthus cheiri) el C k S Eu^ropo k U Azio, plurjara herbo c^ebaze i
kenomel	【植】【PIV】G. (Genro) (Chaenomeles el rozacoj) de 4 sp-oj (specioj) de E-Aziaj tufarbustoj kun floroj aperantaj antau^ la folioj k kun malmolaj, karnaj fruktoj.
kiang	【動】【PIV】Sp. (Specio) (Equus kiang), tre parenca al hemiono, vivanta en Tibeto k Himalajo.
kironekt	【動】【PIV】G. (Genro) (Chironectes) de S-Amerikaj mamuloj el la ordo de marsupiuloj, fam. (familio) de didelfedoj, kun nag^hau^to inter la piedfingroj de la malant
kiti	【動】【PIV】Trifingra mevo.
kladodi	【植】【PIV】S^oso au^ s^oseto plata, ofte klorofilhava, g^enerale aspektanta k rolanta kiel folio: kladodioj de rusko, asparago, ala genisto, opuntio. Sin. (sinonim
klamidomonad	【植】【動】【PIV】G. (Genro) (Chlamydomonas) de dolc^akvaj duflagelaj protozooj klorofilohavaj.
klatr	【植】【PIV】G. (Genro) (Clathrus el klatracoj) de fungoj kun fragila bazidiujo, kiun junstadie tute c^irkau^as dika vualo entenanta spordonan s^ajnhiston, kies inte
klavari	【植】【PIV】1 (ss (striktasence)) G. (Genro) (Clavaria el klavariacoj) de fungoj kun glathimenia bazidiujo ofte karneca, stara, bastonforma; kosmopolita g. (genro) 
klematit	【植】【PIV】G. (Genro) (Clematis el ranunkolacoj) de plurjaraj herboj k tufarbustoj plejparte grimpaj per la petioloj, c^iuj kun kontrau^e duopaj, simplaj au^ kunme
kleom	【植】【PIV】G. (Genro) (Cleome el kaporacoj) de c^. (c^irkau^) 150 sp-oj (specioj) de plantoj - unu-, du-k plur-jaraj herboj k tufarbustoj - el la varmaj regionoj, 
klerodendr	【植】【PIV】G. (Genro) (Clerodendrum el verbenacoj) de c^. (c^irkau^) 400 sp-oj (specioj) de arboj k arbustoj el la varmaj, precipe E regionoj; pluraj sp-oj (specio
klitocib	【植】【PIV】G. (Genro) (Clitocybe el trikolomacoj) de bazidifungoj kun stipo sen ringo k sen stipingo, kun c^apelo ofte funelforma, havanta ofte dekurajn lamenojn, 
klitori	【植】【PIV】G. (Genro) (Clitoria el fabacoj) de volvig^antaj unujaraj herboj k tufarbustoj, kun trifolieraj au^ plume kunmetaj folioj k kun grandaj floroj unuope ak
klorel	【植】【PIV】G. (Genro) (Chlorella) de dolc^akvaj unuc^elaj verdalgoj, rapide proliferantaj k tial tre uzataj en laboratoriaj eksperimentoj i.a. (interalie, inter al
knau^ti	【植】【PIV】G. (Genro) (Knautia el dipsakacoj), parenca al skabiozo, de c^. (c^irkau^) 60 sp-oj (specioj) el Eu^ropo k la Mediteranea regiono.
koendu	【動】【PIV】G. (Genro) (Coendu) de S-Amerikaj mamuloj el la ordo de rong^uloj, kun hau^to kovrita de pikiloj simile al histriko, sed kun longa, prenpova vosto; kapa
kofe	【植】【PIV】G. (Genro) (Coffea el rubiacoj) de trunkarbustoj, arbetoj k lianoj kun kontrau^e duopaj, pli-malpli ledecaj folioj, kun stelformaj, blanketaj, odoraj fl
kokl	【植】【PIV】G. (Genro) (Cocculus el menispermacoj) de arbustoj k lignecaj lianoj kun unuseksaj, unu-au^ du-opaj floroj k kun U-formaj semoj; c^. (c^irkau^) 8 sp-oj 
kokolob	【植】【PIV】G. (Genro) (Coccoloba el poligonacoj) de dau^rafoliaj arboj k trunkarbustoj kun berecaj, karnaj sukplenaj s^ajnfruktoj; c^. (c^irkau^) 120 sp-oj (specio
kokotrau^st	【動】【PIV】G. (Genro) (Coccothraustes) de relative grandaj birdoj el la ordo de paseroformaj, fam. (familio) de fringedoj, kun granda kapo k fortega beko. Sin. (si
kolenkim	【植】【PIV】(pp (se paroli pri) vaskulplantoj) Histo el vivaj longformaj c^eloj kun dika c^elmuro ne lignecig^inta. Vd parenkimo, sklerenkimo.
koleoptil	【植】【PIV】Ingo, kovranta la g^ermplanton de la poacoj: koleoptilo estas la dua folio, kovranta la unuan, la g^ermofolion au^ kotiledonon. Sin. (sinonimo) g^erming
koleoriz	【植】【PIV】Ingo, kovranta la g^ermradikon de la poacoj. Sin. (sinonimo) radikingo. Vd koleoptilo.
kolibi	【植】【PIV】G. (Genro) (Collybia el marasmiacoj) de lamenohavaj ombrelfungoj kun kartilageca au^ fibra stipo sen ringo k sen stipingo, k kun sporaro rozeta au^ blan
kolokazi	【植】【PIV】G. (Genro) (Colocasia el arumacoj) de plurjaraj herboj kun rizomoj g^enerale tuberaj k amelric^aj k kun grandaj folioj longe petiolaj; 8 sp-oj (specioj)
kolumel	【植】【PIV】1 Sterila centra akso interne de la sporujo au^ bazidiujo de iuj fungoj (miksomikotoj k gasteromicetoj) k de la kapsulo de muskoj. 2【動】 Malkava interna 
kolute	【植】【PIV】G. (Genro) (Colutea el fabacoj) de arbustoj kun nepare plume kunmetaj folioj, kun floroj en akselaj grapoloj k kun vezike pufaj gus^oj, plejofte nedehis
kombret	【植】【PIV】G. (Genro) (Combretum el kombretacoj) de arbustoj grimpaj au^ ne, kun integraj, kontrau^e duopaj au^ verticilaj folioj k kun malgrandaj floroj en spikoj
kombu	【植】【PIV】Sp. (Specio) de laminario (fingroforma laminario), uzata en homa nutrado.
komelin	【植】【PIV】G. (Genro) (Commelina el komelinacoj) de plurjaraj herboj, kun neregulaj floroj g^enerale bluaj; c^. (c^irkau^) 170 sp-oj (specioj) el la varmaj regiono
komifor	【植】【PIV】G. (Genro) (Commiphora, sin. (sinonimo (de latinscienca nomo)) Balsamodendron el burseracoj) de arboj k trunkarbustoj ofte dornaj, produktantaj aromajn 
kondrostom	【動】【PIV】G. (Genro) (Chondrostoma) de fis^oj el la ordo de ciprinoformaj, fam. (familio) de ciprinedoj, kun longa muzelo, supra makzelo pli longa ol la malsupra 
kongr	【動】【PIV】G. (Genro) (Conger) de grandaj fis^oj el la ordo de angiloformaj, tute sen skvamoj. Sin. (sinonimo) marangilo.
konidi	【植】【PIV】Neseksa, ne movig^ema fungosporo, g^enerale defalema
konidiofor	【植】【PIV】Simpla au^ branc^a hifo, kiu portas konididonajn c^elojn au^ senpereproduktas konidiojn.
koniz	【植】【PIV】G. (Genro) (Conyza el asteracoj), tre parenca al erigerono, de unu-k du-jaraj herboj k de kelkaj arbustoj; c^. (c^irkau^) 60 sp-oj (specioj) el la varma
konsolid	【植】【PIV】G. (Genro) (Consolida el ranunkolacoj), tre parenca al delfinio, de c^. (c^irkau^) 45 sp-oj (specioj) de unujaraj herboj hejmaj de la Mediteranea region
konulari	【動】【PIV】G. (Genro) Conularia el konulariuloj.
kopaifer	【植】【PIV】G. (Genro) (Copaifera el fabacoj) de c^. (c^irkau^) 30 sp-oj (specioj) de tropikaj arboj el Afriko, Ameriko k Malajzio, kelkaj liverantaj ferlignon, kop
kopren	【植】【PIV】G. (Genro) (Coprinus el koprenacoj) de ombrelfungoj kun au^ sen ringo k kun lamenoj unue blankaj, poste rozaj, fine nigraj k likvig^emaj; kosmopolita g.
kopris	【動】【PIV】G. (Genro) (Copris) de insektoj el la ordo de koleopteroj, fam. (familio) de geotrupedoj, kun kornoforma elkreskaj^o sur la kapo, vivantaj simile al ska
koralin	【植】【PIV】G. (Genro) (Corallina el koralinacoj) de pli ol 30 sp-oj (specioj) de kalkaj maraj rug^algoj log^antaj c^e la bordoj de la plej multaj maroj.
koraloriz	【植】【PIV】G. (Genro) (Corallorrhiza el orkidacoj) de senklorofilaj, saprejaj herboj kun koralforma rizomo k kun spiko el malmultaj k maldensaj, kvazau^ senspronaj
koreops	【植】【PIV】G. (Genro) (Coreopsis el asteracoj), parenca al bidento, de c^. (c^irkau^) 50 sp-oj (specioj) de unu-k plur-jaraj herboj el tropika Ameriko, pluraj poro
koridal	【植】【PIV】G. (Genro) (Corydalis el fumariacoj) de c^. (c^irkau^) 400 sp-oj (specioj) de unu-k plur-jaraj herboj el la N hemisfero k montoj de tropika Afriko, plur
koriks	【動】【PIV】G. (Genro) (Corixa) de insektoj el la ordo de hemipteroj, subordo de heteropteroj, vivantaj en akvo, portantaj kun si aeron sub la flugiloj.
korkor	【植】【PIV】G. (Genro) (Corchorus el tiliacoj) de c^. (c^irkau^) 100 sp-oj (specioj) de altaj herboj k arbustetoj el tropikaj regionoj; du sp-oj (specioj) kultivata
koronel	【動】【PIV】G. (Genro) (Coronella) de senvenenaj serpentoj el la fam. (familio) de kolubredoj, kun glataj (senkilaj) skvamoj.
koronil	【植】【PIV】G. (Genro) (Coronilla el fabacoj) de tufarbustoj k plurjaraj herboj kun nepare plume kunmetaj folioj k kun floroj en kapoj au^ umbelsimilaj infloreskoj;
korsak	【動】【PIV】Sp. (Specio) (Vulpes corsac) de rabobesto parenca al vulpo, sed malpli granda, k kiu vivas en C Azio. Sin. (sinonimo) stepvulpo.
